#Host
OALVG00000000005.1	K10660
OALVG00000032716.1	K11519
OALVG00000032717.1	K08886
OALVG00000032722.1	K08635
OALVG00000032730.1	K16194
OALVG00000032736.1	K01992
OALVG00000032747.1	K13515
OALVG00000032749.1	K23600
OALVG00000032754.1	K01992
OALVG00000032756.1	K13343
OALVG00000032757.1	K03861
OALVG00000032758.1	K16478
OALVG00000032761.1	K01992
OALVG00000032767.1	K25949
OALVG00000032775.1	K02098
OALVG00000032776.1	K08009
OALVG00000032778.1	K00254
OALVG00000032779.1	K09191
OALVG00000032782.1	K01672
OALVG00000032787.1	K24419
OALVG00000032788.1	K24419
OALVG00000032789.1	K24419
OALVG00000032790.1	K24419
OALVG00000032795.1	K24419
OALVG00000032797.1	K24419
OALVG00000032798.1	K24419
OALVG00000032799.1	K24419
OALVG00000032800.1	K24419
OALVG00000032820.1	K03099
OALVG00000032821.1	K08493
OALVG00000032822.1	K14795
OALVG00000032823.1	K02867
OALVG00000032824.1	K24865
OALVG00000032832.1	K23963
OALVG00000032834.2	K18037
OALVG00000032840.1	K08864
OALVG00000032841.1	K09228
OALVG00000032841.1	K09191
OALVG00000032842.1	K09228
OALVG00000032842.1	K09191
OALVG00000032843.1	K09191
OALVG00000032844.1	K10645
OALVG00000032844.1	K08852
OALVG00000032847.1	K09228
OALVG00000032847.1	K09191
OALVG00000032849.1	K15186
OALVG00000032854.1	K07831
OALVG00000032855.2	K01648
OALVG00000032855.2	K02907
OALVG00000032866.1	K19360
OALVG00000032867.1	K19360
OALVG00000032881.1	K22721
OALVG00000032896.1	K20879
OALVG00000032899.1	K10864
OALVG00000032906.1	K26006
OALVG00000032914.1	K04077
OALVG00000032915.1	K04078
OALVG00000032916.1	K00072
OALVG00000032917.1	K26099
OALVG00000032924.1	K11543
OALVG00000032927.1	K05758
OALVG00000032928.1	K15716
OALVG00000032929.1	K24553
OALVG00000032929.1	K01992
OALVG00000032961.1	K11310
OALVG00000032962.1	K19402
OALVG00000032963.1	K10270
OALVG00000032970.1	K07514
OALVG00000032975.2	K12821
OALVG00000032977.1	K01992
OALVG00000032980.1	K22017
OALVG00000032984.1	K22017
OALVG00000032986.1	K11716
OALVG00000032989.1	K00275
OALVG00000032990.1	K00275
OALVG00000032991.1	K05661
OALVG00000032991.1	K01992
OALVG00000032993.1	K05661
OALVG00000032993.1	K01992
OALVG00000033003.1	K10401
OALVG00000033013.1	K09518
OALVG00000033015.2	K22910
OALVG00000033016.1	K00463
OALVG00000033017.1	K18055
OALVG00000033023.1	K17794
OALVG00000033024.1	K04397
OALVG00000033029.1	K16185
OALVG00000033034.1	K22017
OALVG00000033040.1	K12462
OALVG00000033041.1	K18914
OALVG00000033041.1	K00528
OALVG00000033048.1	K19347
OALVG00000033051.1	K10872
OALVG00000033062.1	K12845
OALVG00000033065.1	K05849
OALVG00000033067.1	K12485
OALVG00000033071.1	K24728
OALVG00000033073.1	K09404
OALVG00000033079.1	K00901
OALVG00000033083.1	K12161
OALVG00000033085.1	K07767
OALVG00000033087.1	K10426
OALVG00000033088.1	K22066
OALVG00000033088.1	K05527
OALVG00000033091.1	K08824
OALVG00000033093.1	K17577
OALVG00000033096.1	K06238
OALVG00000033107.1	K21988
OALVG00000033108.1	K21988
OALVG00000033110.1	K18417
OALVG00000033111.1	K12404
OALVG00000033113.1	K19025
OALVG00000033114.1	K11143
OALVG00000033125.1	K02087
OALVG00000033126.1	K25863
OALVG00000033127.1	K07204
OALVG00000033129.1	K06229
OALVG00000033130.1	K02427
OALVG00000033132.1	K02997
OALVG00000033135.1	K26118
OALVG00000033143.1	K04403
OALVG00000033144.1	K17823
OALVG00000033145.1	K00274
OALVG00000033146.1	K24864
OALVG00000033147.1	K10583
OALVG00000033148.1	K12881
OALVG00000033149.1	K16449
OALVG00000033156.1	K23949
OALVG00000033158.1	K01866
OALVG00000033197.1	K23820
OALVG00000033200.1	K09667
OALVG00000033201.1	K05764
OALVG00000033202.1	K12862
OALVG00000033206.1	K08863
OALVG00000033227.1	K16498
OALVG00000033229.1	K16498
OALVG00000033230.1	K12383
OALVG00000033239.1	K04727
OALVG00000033242.1	K09216
OALVG00000033244.1	K08957
OALVG00000033245.1	K04194
OALVG00000033245.1	K01992
OALVG00000033252.1	K22128
OALVG00000033253.1	K19366
OALVG00000033264.1	K01992
OALVG00000033265.1	K20632
OALVG00000033269.1	K16498
OALVG00000033295.1	K23740
OALVG00000033307.1	K18283
OALVG00000033308.1	K02434
OALVG00000033324.1	K02159
OALVG00000033325.2	K18061
OALVG00000033327.1	K19730
OALVG00000033328.1	K01992
OALVG00000033331.1	K22765
OALVG00000033333.1	K24768
OALVG00000033345.1	K22991
OALVG00000033355.1	K09668
OALVG00000033358.1	K09516
OALVG00000033387.1	K13368
OALVG00000033387.1	K00019
OALVG00000033388.1	K23570
OALVG00000033389.1	K19528
OALVG00000033391.1	K15030
OALVG00000033392.1	K01883
OALVG00000033393.1	K22375
OALVG00000033394.1	K00111
OALVG00000033395.1	K14293
OALVG00000033396.2	K18763
OALVG00000033401.1	K12567
OALVG00000033407.1	K12567
OALVG00000033410.1	K01080
OALVG00000033425.1	K09399
OALVG00000033431.1	K16759
OALVG00000033432.1	K09585
OALVG00000033433.1	K08827
OALVG00000033439.1	K10406
OALVG00000033440.1	K05293
OALVG00000033452.1	K22764
OALVG00000033453.1	K22764
OALVG00000033454.1	K17302
OALVG00000033456.1	K11858
OALVG00000033457.1	K03260
OALVG00000033465.1	K03260
OALVG00000033469.1	K03263
OALVG00000033474.1	K23732
OALVG00000033478.1	K25004
OALVG00000033478.1	K00297
OALVG00000033481.1	K14539
OALVG00000033482.1	K15544
OALVG00000033483.1	K15542
OALVG00000033487.1	K17932
OALVG00000033488.1	K13145
OALVG00000033489.1	K00002
OALVG00000033499.1	K18758
OALVG00000033500.1	K15259
OALVG00000033501.1	K15259
OALVG00000033507.1	K00306
OALVG00000033507.1	K14292
OALVG00000033508.1	K17815
OALVG00000033509.1	K17815
OALVG00000033512.1	K16756
OALVG00000033513.1	K16308
OALVG00000033532.1	K20072
OALVG00000033533.1	K23728
OALVG00000033543.1	K02830
OALVG00000033544.2	K11364
OALVG00000033552.1	K15688
OALVG00000033558.1	K10632
OALVG00000033562.1	K15164
OALVG00000033564.1	K20804
OALVG00000033565.1	K12480
OALVG00000033575.1	K16498
OALVG00000033576.1	K16498
OALVG00000033578.1	K22499
OALVG00000033579.1	K19361
OALVG00000033580.1	K13152
OALVG00000033582.1	K10362
OALVG00000033585.1	K22765
OALVG00000033590.1	K10341
OALVG00000033591.1	K04688
OALVG00000033598.2	K14779
OALVG00000033599.1	K10599
OALVG00000033601.1	K16673
OALVG00000033602.1	K10599
OALVG00000033606.1	K20404
OALVG00000033608.1	K02878
OALVG00000033611.1	K19944
OALVG00000033612.1	K23625
OALVG00000033632.1	K03260
OALVG00000033633.2	K09269
OALVG00000033665.1	K00826
OALVG00000033674.1	K17545
OALVG00000033675.1	K10687
OALVG00000033676.1	K14306
OALVG00000033677.1	K11824
OALVG00000033678.1	K16184
OALVG00000033682.1	K08821
OALVG00000033685.1	K08776
OALVG00000033686.2	K17551
OALVG00000033688.1	K24254
OALVG00000033689.1	K24254
OALVG00000033690.1	K24254
OALVG00000033691.1	K04699
OALVG00000033693.1	K11981
OALVG00000033697.1	K07935
OALVG00000033704.1	K09027
OALVG00000033711.1	K03440
OALVG00000033712.1	K22758
OALVG00000033713.1	K10403
OALVG00000033719.1	K04371
OALVG00000033727.1	K07851
OALVG00000033729.1	K04442
OALVG00000033730.1	K11851
OALVG00000033733.1	K13099
OALVG00000033737.1	K23893
OALVG00000033739.1	K03434
OALVG00000033740.1	K24228
OALVG00000033742.1	K19384
OALVG00000033744.1	K06269
OALVG00000033745.1	K01992
OALVG00000033749.1	K01623
OALVG00000033752.1	K03327
OALVG00000033755.1	K03327
OALVG00000033756.1	K15078
OALVG00000033757.1	K18082
OALVG00000033758.1	K04429
OALVG00000033761.1	K04468
OALVG00000033771.1	K10756
OALVG00000033772.1	K18529
OALVG00000033773.1	K18047
OALVG00000033776.1	K17989
OALVG00000033780.1	K05291
OALVG00000033783.1	K08495
OALVG00000033792.1	K15137
OALVG00000033793.1	K22538
OALVG00000033794.1	K09848
OALVG00000033795.1	K22421
OALVG00000033796.1	K15171
OALVG00000033797.1	K15447
OALVG00000033804.1	K01992
OALVG00000033806.1	K01593
OALVG00000033826.1	K09646
OALVG00000033835.1	K00966
OALVG00000033836.1	K20217
OALVG00000033839.1	K11967
OALVG00000033840.1	K06058
OALVG00000033842.1	K21870
OALVG00000033843.1	K21870
OALVG00000033844.1	K06058
OALVG00000033859.1	K21956
OALVG00000033859.1	K21846
OALVG00000033863.1	K16599
OALVG00000033875.1	K01183
OALVG00000033946.1	K24886
OALVG00000033959.1	K16307
OALVG00000033968.2	K11584
OALVG00000033971.1	K17339
OALVG00000033973.1	K10411
OALVG00000033974.1	K02946
OALVG00000033977.1	K17608
OALVG00000033978.1	K12403
OALVG00000033985.1	K24778
OALVG00000033990.1	K01992
OALVG00000033991.1	K03131
OALVG00000033992.1	K01958
OALVG00000034001.1	K16479
OALVG00000034002.1	K03173
OALVG00000034006.1	K01539
OALVG00000034013.1	K00699
OALVG00000034014.1	K00699
OALVG00000034015.1	K00699
OALVG00000034026.1	K00365
OALVG00000034027.1	K20002
OALVG00000034028.1	K01698
OALVG00000034032.1	K01158
OALVG00000034034.1	K01158
OALVG00000034038.1	K00485
OALVG00000034040.1	K00485
OALVG00000034044.1	K20358
OALVG00000034045.1	K03352
OALVG00000034046.1	K15180
OALVG00000034047.1	K00699
OALVG00000034053.1	K17592
OALVG00000034058.1	K04145
OALVG00000034069.2	K14862
OALVG00000034105.1	K14943
OALVG00000034116.1	K22721
OALVG00000034123.1	K19678
OALVG00000034124.1	K17086
OALVG00000034124.1	K01992
OALVG00000034125.1	K08190
OALVG00000034125.1	K08186
OALVG00000034128.1	K06618
OALVG00000034132.1	K07232
OALVG00000034135.2	K05128
OALVG00000034136.1	K12863
OALVG00000034162.1	K24732
OALVG00000034163.1	K05970
OALVG00000034165.1	K14168
OALVG00000034184.2	K24124
OALVG00000034203.1	K13539
OALVG00000034204.1	K13539
OALVG00000034208.1	K23956
OALVG00000034210.1	K20316
OALVG00000034211.1	K18178
OALVG00000034212.1	K01992
OALVG00000034222.1	K08869
OALVG00000034223.1	K03020
OALVG00000034224.1	K08515
OALVG00000034241.1	K14575
OALVG00000034242.1	K13192
OALVG00000034254.1	K14445
OALVG00000034256.1	K04280
OALVG00000034256.1	K01992
OALVG00000034263.1	K19904
OALVG00000034277.1	K14842
OALVG00000034278.1	K00698
OALVG00000034278.1	K01992
OALVG00000034281.1	K00720
OALVG00000034282.1	K04352
OALVG00000034292.1	K16605
OALVG00000034305.1	K01992
OALVG00000034312.1	K04539
OALVG00000034322.1	K03017
OALVG00000034324.1	K09880
OALVG00000034326.1	K10407
OALVG00000034328.1	K03262
OALVG00000034329.1	K17682
OALVG00000034335.1	K05657
OALVG00000034335.1	K01992
OALVG00000034336.1	K10779
OALVG00000034337.1	K17602
OALVG00000034344.1	K02273
OALVG00000034346.1	K08658
OALVG00000034346.1	K07052
OALVG00000034348.2	K06115
OALVG00000034349.1	K11829
OALVG00000034350.1	K13168
OALVG00000034357.1	K06867
OALVG00000034358.1	K01556
OALVG00000034359.1	K14785
OALVG00000034361.1	K09191
OALVG00000034365.1	K22076
OALVG00000034366.1	K18669
OALVG00000034368.1	K14808
OALVG00000034369.1	K25070
OALVG00000034381.1	K20784
OALVG00000034382.1	K03626
OALVG00000034383.1	K17094
OALVG00000034383.1	K17095
OALVG00000034386.1	K02116
OALVG00000034386.1	K01992
OALVG00000034396.1	K14648
OALVG00000034397.1	K11972
OALVG00000034399.1	K08288
OALVG00000034408.1	K15430
OALVG00000034410.1	K18175
OALVG00000034412.1	K12836
OALVG00000034452.1	K19192
OALVG00000034456.1	K19192
OALVG00000034457.1	K01066
OALVG00000034491.1	K13107
OALVG00000034492.1	K10841
OALVG00000034494.1	K13517
OALVG00000034501.1	K14529
OALVG00000034503.1	K10412
OALVG00000034504.1	K11548
OALVG00000034507.1	K20642
OALVG00000034508.1	K11128
OALVG00000034552.1	K01992
OALVG00000034553.1	K01992
OALVG00000034554.1	K01992
OALVG00000034559.1	K05030
OALVG00000034561.1	K05030
OALVG00000034562.1	K05030
OALVG00000034564.1	K01992
OALVG00000034568.1	K01202
OALVG00000034569.1	K13175
OALVG00000034570.1	K24926
OALVG00000034571.1	K26100
OALVG00000034572.1	K12819
OALVG00000034573.1	K19832
OALVG00000034576.1	K14839
OALVG00000034592.1	K01992
OALVG00000034635.1	K23893
OALVG00000034658.1	K06639
OALVG00000034685.1	K01992
OALVG00000034702.1	K01992
OALVG00000034703.1	K01992
OALVG00000034704.1	K01992
OALVG00000034709.1	K05030
OALVG00000034710.1	K05030
OALVG00000034719.1	K06639
OALVG00000034719.1	K08501
OALVG00000034720.1	K08501
OALVG00000034736.1	K00731
OALVG00000034744.1	K00710
OALVG00000034771.1	K25381
OALVG00000034777.1	K07374
OALVG00000034778.1	K07374
OALVG00000034779.1	K07374
OALVG00000034780.1	K07374
OALVG00000034782.1	K16733
OALVG00000034813.1	K07931
OALVG00000034820.1	K10993
OALVG00000034821.1	K25591
OALVG00000034822.1	K09292
OALVG00000034823.1	K10894
OALVG00000034830.1	K18617
OALVG00000034850.1	K26125
OALVG00000034851.1	K05306
OALVG00000034854.1	K18663
OALVG00000034872.1	K01992
OALVG00000034876.1	K14776
OALVG00000034877.1	K11887
OALVG00000034878.1	K11807
OALVG00000034880.1	K05731
OALVG00000034881.1	K05662
OALVG00000034881.1	K01992
OALVG00000034882.1	K07393
OALVG00000034883.1	K00685
OALVG00000034884.1	K00167
OALVG00000034894.1	K23034
OALVG00000034896.1	K24997
OALVG00000034902.1	K10990
OALVG00000034905.1	K08735
OALVG00000034907.1	K11538
OALVG00000034910.1	K24734
OALVG00000034914.1	K09113
OALVG00000034915.1	K11547
OALVG00000034918.1	K25771
OALVG00000034919.1	K04459
OALVG00000034920.1	K20133
OALVG00000034921.1	K15009
OALVG00000034937.1	K09067
OALVG00000034964.1	K20168
OALVG00000034965.1	K07890
OALVG00000034967.1	K17452
OALVG00000034969.1	K13103
OALVG00000034970.1	K14014
OALVG00000034971.1	K01950
OALVG00000034972.1	K15103
OALVG00000034974.1	K22204
OALVG00000034975.1	K13171
OALVG00000034983.1	K08220
OALVG00000034983.1	K01992
OALVG00000034988.1	K01365
OALVG00000034989.1	K14945
OALVG00000034991.1	K13179
OALVG00000034996.1	K09528
OALVG00000034998.1	K16809
OALVG00000035017.1	K16717
OALVG00000035018.1	K02896
OALVG00000035020.1	K02956
OALVG00000035027.2	K01992
OALVG00000035032.1	K13963
OALVG00000035036.1	K13963
OALVG00000035037.1	K13963
OALVG00000035044.1	K13539
OALVG00000035050.1	K17413
OALVG00000035059.1	K13539
OALVG00000035061.1	K12197
OALVG00000035062.1	K14861
OALVG00000035064.1	K14324
OALVG00000035068.1	K14567
OALVG00000035069.1	K14567
OALVG00000035070.1	K22913
OALVG00000035071.1	K24808
OALVG00000035073.1	K01992
OALVG00000035075.1	K13963
OALVG00000035079.1	K19385
OALVG00000035080.2	K15979
OALVG00000035081.1	K13221
OALVG00000035082.1	K09391
OALVG00000035090.1	K02888
OALVG00000035096.1	K11859
OALVG00000035103.2	K19907
OALVG00000035105.1	K09494
OALVG00000035110.1	K14556
OALVG00000035120.1	K17781
OALVG00000035122.1	K11997
OALVG00000035218.1	K01074
OALVG00000035219.1	K00477
OALVG00000035221.1	K01992
OALVG00000035225.1	K01992
OALVG00000035229.1	K14683
OALVG00000035229.1	K03324
OALVG00000035230.1	K14683
OALVG00000035269.1	K16219
OALVG00000035270.1	K25388
OALVG00000035273.1	K14686
OALVG00000035276.1	K12869
OALVG00000035277.1	K25460
OALVG00000035279.1	K15133
OALVG00000035283.1	K17972
OALVG00000035291.1	K19655
OALVG00000035345.1	K09191
OALVG00000035347.1	K01915
OALVG00000035349.1	K10404
OALVG00000035366.1	K09104
OALVG00000035369.1	K01759
OALVG00000035375.1	K00710
OALVG00000035376.1	K06699
OALVG00000035383.1	K01183
OALVG00000035384.1	K01183
OALVG00000035391.1	K11545
OALVG00000035392.2	K03424
OALVG00000035394.1	K24814
OALVG00000035396.1	K18184
OALVG00000035398.1	K20352
OALVG00000035399.1	K02913
OALVG00000035400.1	K00852
OALVG00000035401.1	K26052
OALVG00000035404.1	K24678
OALVG00000035405.1	K24678
OALVG00000035405.1	K01992
OALVG00000035406.1	K24678
OALVG00000035408.1	K12378
OALVG00000035415.1	K00548
OALVG00000035416.1	K08490
OALVG00000035426.1	K25139
OALVG00000035427.1	K17496
OALVG00000035429.1	K06051
OALVG00000035430.1	K07232
OALVG00000035431.1	K07232
OALVG00000035433.1	K11665
OALVG00000035435.1	K12893
OALVG00000035436.1	K25668
OALVG00000035442.1	K03331
OALVG00000035476.1	K13510
OALVG00000035479.1	K24931
OALVG00000035480.1	K23628
OALVG00000035483.1	K20210
OALVG00000035483.1	K09228
OALVG00000035484.1	K17197
OALVG00000035487.1	K20189
OALVG00000035488.1	K01889
OALVG00000035492.1	K16603
OALVG00000035494.2	K19703
OALVG00000035495.1	K01251
OALVG00000035496.1	K02146
OALVG00000035497.1	K24758
OALVG00000035498.1	K03341
OALVG00000035499.1	K14401
OALVG00000035502.1	K07189
OALVG00000035503.1	K07891
OALVG00000035504.1	K01872
OALVG00000035505.1	K01992
OALVG00000035532.1	K24634
OALVG00000035537.1	K18660
OALVG00000035541.1	K25164
OALVG00000035545.1	K24027
OALVG00000035554.1	K24027
OALVG00000035555.1	K02887
OALVG00000035556.1	K10867
OALVG00000035558.1	K02608
OALVG00000035559.1	K00102
OALVG00000035560.1	K02875
OALVG00000035561.1	K13355
OALVG00000035562.1	K03217
OALVG00000035566.1	K00411
OALVG00000035567.1	K25226
OALVG00000035568.1	K03264
OALVG00000035569.1	K09191
OALVG00000035570.2	K15498
OALVG00000035571.1	K15175
OALVG00000035572.1	K04532
OALVG00000035573.3	K09191
OALVG00000035574.1	K19871
OALVG00000035579.1	K09191
OALVG00000035580.1	K06671
OALVG00000035585.1	K00411
OALVG00000035612.1	K08076
OALVG00000035659.1	K11865
OALVG00000035660.1	K06067
OALVG00000035661.1	K15201
OALVG00000035667.1	K07090
OALVG00000035675.1	K26091
OALVG00000035677.1	K10278
OALVG00000035680.1	K10753
OALVG00000035681.1	K24722
OALVG00000035682.1	K14995
OALVG00000035688.1	K01835
OALVG00000035689.2	K04372
OALVG00000035690.1	K12841
OALVG00000035692.1	K14709
OALVG00000035693.1	K24029
OALVG00000035701.1	K24029
OALVG00000035704.1	K11663
OALVG00000035707.1	K00569
OALVG00000035708.1	K00569
OALVG00000035712.1	K01816
OALVG00000035713.1	K01992
OALVG00000035714.1	K07883
OALVG00000035715.1	K03671
OALVG00000035717.1	K24013
OALVG00000035727.1	K12492
OALVG00000035728.1	K17306
OALVG00000035730.1	K00326
OALVG00000035735.1	K24456
OALVG00000035737.2	K02085
OALVG00000035738.1	K14395
OALVG00000035741.1	K11644
OALVG00000035742.1	K25366
OALVG00000035743.1	K11839
OALVG00000035745.1	K23951
OALVG00000035749.1	K04677
OALVG00000035755.1	K06258
OALVG00000035762.1	K25185
OALVG00000035763.1	K12623
OALVG00000035771.1	K03661
OALVG00000035772.1	K03680
OALVG00000035774.1	K14846
OALVG00000035776.1	K09680
OALVG00000035786.2	K03128
OALVG00000035787.1	K15166
OALVG00000035788.1	K12757
OALVG00000035789.1	K00858
OALVG00000035790.1	K14692
OALVG00000035791.1	K14312
OALVG00000035793.1	K20226
OALVG00000035801.1	K01641
OALVG00000035802.1	K14462
OALVG00000035803.1	K17362
OALVG00000035807.1	K19511
OALVG00000035812.1	K11089
OALVG00000035813.1	K10739
OALVG00000035818.1	K01555
OALVG00000035819.1	K04710
OALVG00000035820.1	K11089
OALVG00000035821.1	K14826
OALVG00000035821.1	K01802
OALVG00000035822.1	K24943
OALVG00000035826.1	K07106
OALVG00000035827.2	K08892
OALVG00000035828.1	K12878
OALVG00000035829.1	K15277
OALVG00000035829.1	K01992
OALVG00000035832.3	K16771
OALVG00000035833.1	K14003
OALVG00000035834.4	K17579
OALVG00000035835.1	K13115
OALVG00000035836.1	K05863
OALVG00000035840.1	K22940
OALVG00000035841.1	K01889
OALVG00000035843.1	K01889
OALVG00000035844.1	K00252
OALVG00000035845.1	K24576
OALVG00000035847.1	K24576
OALVG00000035849.1	K01027
OALVG00000035851.1	K01992
OALVG00000035852.1	K05504
OALVG00000035859.1	K19352
OALVG00000035862.1	K02951
OALVG00000035863.1	K20276
OALVG00000000014.2	K18622
OALVG00000000014.3	K18622
OALVG00000000014.4	K18622
OALVG00000000014.5	K18622
OALVG00000000014.6	K18622
OALVG00000000014.7	K18622
OALVG00000000014.8	K18622
OALVG00000000032.1	K19289
OALVG00000000037.1	K17353
OALVG00000000037.2	K17353
OALVG00000000042.1	K19289
OALVG00000000043.1	K09188
OALVG00000000053.1	K01931
OALVG00000000054.1	K01931
OALVG00000000055.1	K01931
OALVG00000000056.1	K01931
OALVG00000000057.1	K11111
OALVG00000000063.1	K19636
OALVG00000000074.1	K02183
OALVG00000000076.1	K09203
OALVG00000000082.2	K00844
OALVG00000000094.2	K07520
OALVG00000000094.3	K07520
OALVG00000000094.4	K07520
OALVG00000000094.5	K07520
OALVG00000000094.6	K07520
OALVG00000000094.7	K07520
OALVG00000000094.8	K07520
OALVG00000000095.1	K23927
OALVG00000000118.1	K11997
OALVG00000000124.1	K14959
OALVG00000000132.1	K09228
OALVG00000000151.1	K08181
OALVG00000000164.1	K09851
OALVG00000000165.1	K24309
OALVG00000000182.1	K16691
OALVG00000000185.1	K10447
OALVG00000000187.1	K11294
OALVG00000000190.1	K11064
OALVG00000000190.2	K11064
OALVG00000000196.1	K13044
OALVG00000000196.3	K13044
OALVG00000000196.4	K13044
OALVG00000000196.5	K13044
OALVG00000000196.6	K13044
OALVG00000000202.1	K14716
OALVG00000000204.1	K16491
OALVG00000000214.1	K15032
OALVG00000000220.1	K01050
OALVG00000000234.1	K02599
OALVG00000000237.1	K04194
OALVG00000000239.1	K20401
OALVG00000000243.2	K10352
OALVG00000000244.1	K23310
OALVG00000000249.1	K23310
OALVG00000000255.1	K13138
OALVG00000000256.1	K13138
OALVG00000000257.1	K14387
OALVG00000000262.1	K19948
OALVG00000000263.1	K19948
OALVG00000000265.1	K01896
OALVG00000000266.1	K24298
OALVG00000000269.1	K01896
OALVG00000000270.1	K23047
OALVG00000000270.2	K23047
OALVG00000000282.1	K04491
OALVG00000000282.3	K04491
OALVG00000000282.4	K04491
OALVG00000000282.5	K04491
OALVG00000000282.6	K04491
OALVG00000000282.7	K04491
OALVG00000000282.8	K04491
OALVG00000000289.2	K18630
OALVG00000000295.2	K24512
OALVG00000000307.1	K06704
OALVG00000000308.1	K06704
OALVG00000000311.1	K14616
OALVG00000000316.1	K14387
OALVG00000000321.2	K07195
OALVG00000000324.1	K24470
OALVG00000000325.1	K24470
OALVG00000000326.1	K24470
OALVG00000000330.1	K19867
OALVG00000000332.1	K19867
OALVG00000000332.2	K19867
OALVG00000000334.1	K19867
OALVG00000000340.1	K04239
OALVG00000000345.1	K17614
OALVG00000000346.1	K19867
OALVG00000000346.2	K19867
OALVG00000000347.2	K19867
OALVG00000000347.3	K19867
OALVG00000000358.1	K01183
OALVG00000000363.1	K06238
OALVG00000000364.1	K19721
OALVG00000000368.1	K19721
OALVG00000000375.2	K12580
OALVG00000000388.1	K08585
OALVG00000000389.1	K08585
OALVG00000000390.1	K08585
OALVG00000000396.2	K18441
OALVG00000000397.1	K08898
OALVG00000000403.1	K20638
OALVG00000000403.2	K20638
