#Host
OFRAG00000000002.1	K07834
OFRAG00000010820.1	K02087
OFRAG00000010857.1	K21893
OFRAG00000010864.1	K05695
OFRAG00000010869.1	K10382
OFRAG00000010870.1	K15223
OFRAG00000010875.1	K12323
OFRAG00000010886.1	K02514
OFRAG00000010896.1	K18157
OFRAG00000010896.2	K18157
OFRAG00000010900.1	K22670
OFRAG00000010925.1	K09228
OFRAG00000010925.2	K09228
OFRAG00000010951.1	K10260
OFRAG00000010958.1	K01681
OFRAG00000010961.1	K04144
OFRAG00000010966.2	K13761
OFRAG00000010977.1	K18932
OFRAG00000010978.1	K16610
OFRAG00000010980.1	K17094
OFRAG00000010981.1	K00423
OFRAG00000010987.1	K07378
OFRAG00000010993.1	K20780
OFRAG00000010994.1	K04282
OFRAG00000010998.1	K20840
OFRAG00000011000.1	K19360
OFRAG00000011002.1	K04216
OFRAG00000011008.1	K07378
OFRAG00000011016.1	K07763
OFRAG00000011017.1	K07763
OFRAG00000011018.1	K07763
OFRAG00000011019.1	K07763
OFRAG00000011020.1	K06530
OFRAG00000011021.1	K06530
OFRAG00000011022.1	K06530
OFRAG00000011023.1	K01613
OFRAG00000011034.1	K10257
OFRAG00000011040.1	K14286
OFRAG00000011059.1	K05866
OFRAG00000011063.1	K12035
OFRAG00000011065.1	K16308
OFRAG00000011069.1	K16855
OFRAG00000011077.1	K08626
OFRAG00000011079.1	K07299
OFRAG00000011081.1	K07299
OFRAG00000011090.1	K16545
OFRAG00000011093.1	K07249
OFRAG00000011094.1	K07249
OFRAG00000011103.1	K09228
OFRAG00000011110.1	K14487
OFRAG00000011115.1	K22371
OFRAG00000011116.1	K18327
OFRAG00000011120.2	K19513
OFRAG00000011124.1	K16893
OFRAG00000011134.1	K08635
OFRAG00000011138.1	K23009
OFRAG00000011141.1	K01672
OFRAG00000011142.1	K09331
OFRAG00000011143.1	K02599
OFRAG00000011145.1	K04426
OFRAG00000011145.3	K04426
OFRAG00000011152.1	K12026
OFRAG00000011168.1	K21843
OFRAG00000011172.1	K18932
OFRAG00000011173.1	K24539
OFRAG00000011181.1	K17346
OFRAG00000011181.2	K17346
OFRAG00000011182.1	K09188
OFRAG00000011190.1	K04157
OFRAG00000011192.1	K08375
OFRAG00000011202.1	K22073
OFRAG00000011203.1	K13644
OFRAG00000011211.2	K13137
OFRAG00000011225.1	K15009
OFRAG00000011236.1	K24469
OFRAG00000011243.1	K13526
OFRAG00000011246.1	K09303
OFRAG00000011248.1	K09302
OFRAG00000011251.1	K05313
OFRAG00000011252.1	K05313
OFRAG00000011253.1	K05313
OFRAG00000011254.1	K05313
OFRAG00000011265.1	K09205
OFRAG00000011270.1	K12388
OFRAG00000011272.1	K16498
OFRAG00000011277.1	K17916
OFRAG00000011286.1	K19195
OFRAG00000011286.2	K19195
OFRAG00000011290.1	K16506
OFRAG00000011291.1	K11660
OFRAG00000011296.1	K14943
OFRAG00000011319.1	K06129
OFRAG00000011324.1	K07520
OFRAG00000011328.1	K18405
OFRAG00000011351.1	K04430
OFRAG00000011359.1	K02539
OFRAG00000011362.1	K04701
OFRAG00000011363.1	K09311
OFRAG00000011367.1	K10392
OFRAG00000011368.1	K10392
OFRAG00000011377.1	K09454
OFRAG00000011379.1	K05181
OFRAG00000011380.1	K16578
OFRAG00000011382.1	K01672
OFRAG00000011384.1	K22815
OFRAG00000011387.1	K12475
OFRAG00000011387.2	K12475
OFRAG00000011397.1	K09188
OFRAG00000011400.1	K09866
OFRAG00000011402.1	K04977
OFRAG00000011403.2	K15446
OFRAG00000011403.3	K15446
OFRAG00000011406.1	K01596
OFRAG00000011424.1	K06612
OFRAG00000011425.1	K08367
OFRAG00000011426.1	K16532
OFRAG00000011427.1	K18754
OFRAG00000011434.1	K23804
OFRAG00000011441.1	K12586
OFRAG00000011444.1	K15307
OFRAG00000011448.1	K20888
OFRAG00000011449.1	K20888
OFRAG00000011451.1	K20465
OFRAG00000011453.1	K04606
OFRAG00000011454.1	K04606
OFRAG00000011455.1	K04606
OFRAG00000011459.1	K09055
OFRAG00000011468.1	K22815
OFRAG00000011469.1	K04165
OFRAG00000011470.1	K08626
OFRAG00000011472.1	K11810
OFRAG00000011475.1	K21418
OFRAG00000011488.1	K18441
OFRAG00000011489.1	K17480
OFRAG00000011497.1	K24298
OFRAG00000011498.1	K06460
OFRAG00000011501.1	K06086
OFRAG00000011511.1	K15048
OFRAG00000011518.1	K09188
OFRAG00000011522.2	K16831
OFRAG00000011526.1	K07277
OFRAG00000011527.1	K04422
OFRAG00000011529.1	K18435
OFRAG00000011530.1	K22866
OFRAG00000011536.1	K17894
OFRAG00000011539.1	K05706
OFRAG00000011541.1	K20007
OFRAG00000011554.1	K12741
OFRAG00000011565.1	K02216
OFRAG00000011624.1	K10448
OFRAG00000011626.1	K23291
OFRAG00000011629.1	K14353
OFRAG00000011631.1	K14352
OFRAG00000011632.1	K17306
OFRAG00000011639.1	K05038
OFRAG00000011640.1	K05038
OFRAG00000011641.1	K05038
OFRAG00000011643.1	K05038
OFRAG00000011647.1	K06238
OFRAG00000011654.1	K08187
OFRAG00000011655.1	K02183
OFRAG00000011661.1	K02183
OFRAG00000011673.2	K21442
OFRAG00000011676.1	K04467
OFRAG00000011685.2	K18763
OFRAG00000011689.1	K10130
OFRAG00000011690.1	K00543
OFRAG00000011708.1	K15699
OFRAG00000011714.1	K06776
OFRAG00000011715.1	K08428
OFRAG00000011720.1	K06773
OFRAG00000011723.1	K05305
OFRAG00000011726.1	K10400
OFRAG00000011753.1	K13781
OFRAG00000011754.1	K00461
OFRAG00000011755.1	K12035
OFRAG00000011756.1	K00461
OFRAG00000011757.1	K06238
OFRAG00000011761.1	K20879
OFRAG00000011764.1	K00940
OFRAG00000011768.1	K24335
OFRAG00000011772.1	K10176
OFRAG00000011781.1	K05728
OFRAG00000011787.1	K10104
OFRAG00000011792.1	K04978
OFRAG00000011793.1	K07779
OFRAG00000011794.1	K01017
OFRAG00000011801.1	K22449
OFRAG00000011805.1	K08635
OFRAG00000011806.1	K11426
OFRAG00000011809.2	K06268
OFRAG00000011824.1	K05741
OFRAG00000011824.2	K05741
OFRAG00000011838.1	K22790
OFRAG00000011845.1	K04314
OFRAG00000011851.1	K14616
OFRAG00000011852.1	K01362
OFRAG00000011853.1	K14616
OFRAG00000011857.1	K16197
OFRAG00000011864.1	K06238
OFRAG00000011864.2	K06238
OFRAG00000011866.1	K04550
OFRAG00000011869.1	K04550
OFRAG00000011872.1	K23934
OFRAG00000011876.1	K23934
OFRAG00000011877.1	K23934
OFRAG00000011878.1	K23934
OFRAG00000011879.1	K08701
OFRAG00000011897.1	K08051
OFRAG00000011900.1	K06460
OFRAG00000011903.1	K06679
OFRAG00000011905.1	K00128
OFRAG00000011908.1	K04615
OFRAG00000011909.1	K04615
OFRAG00000011910.1	K09073
OFRAG00000011915.1	K16498
OFRAG00000011919.1	K08202
OFRAG00000011922.1	K15042
OFRAG00000011925.1	K05175
OFRAG00000011926.1	K05175
OFRAG00000011930.1	K15340
OFRAG00000011931.1	K15340
OFRAG00000011934.1	K15340
OFRAG00000011935.1	K15340
OFRAG00000011936.1	K15340
OFRAG00000011937.1	K15340
OFRAG00000011938.1	K15340
OFRAG00000011945.1	K08531
OFRAG00000011947.1	K14074
OFRAG00000011956.1	K22679
OFRAG00000011958.1	K08375
OFRAG00000011966.1	K08017
OFRAG00000011967.1	K08017
OFRAG00000011968.1	K08488
OFRAG00000011970.1	K09451
OFRAG00000011972.1	K07855
OFRAG00000011973.1	K09533
OFRAG00000011977.1	K06676
OFRAG00000011989.1	K11259
OFRAG00000011996.1	K13960
OFRAG00000011999.1	K22913
OFRAG00000012000.2	K14966
OFRAG00000012001.1	K10846
OFRAG00000012002.1	K09228
OFRAG00000012006.1	K16684
OFRAG00000012017.1	K08886
OFRAG00000012019.1	K00016
OFRAG00000012020.1	K00016
OFRAG00000012030.1	K06238
OFRAG00000012036.1	K16882
OFRAG00000012037.1	K23460
OFRAG00000012042.1	K01922
OFRAG00000012055.1	K10955
OFRAG00000012059.1	K11279
OFRAG00000012068.1	K09220
OFRAG00000012069.1	K09648
OFRAG00000012070.1	K24492
OFRAG00000012071.1	K09648
OFRAG00000012076.1	K10380
OFRAG00000012077.1	K14716
OFRAG00000012080.1	K09328
OFRAG00000012094.1	K04282
OFRAG00000012095.1	K17617
OFRAG00000012096.1	K17617
OFRAG00000012102.2	K13862
OFRAG00000012106.1	K09260
OFRAG00000012116.1	K21066
OFRAG00000012117.1	K13199
OFRAG00000012126.1	K04397
OFRAG00000012146.1	K07855
OFRAG00000012147.1	K11801
OFRAG00000012155.1	K08592
OFRAG00000012162.1	K05312
OFRAG00000012163.2	K12478
OFRAG00000012165.1	K14411
OFRAG00000012166.1	K04282
OFRAG00000012167.1	K08111
OFRAG00000012172.1	K21768
OFRAG00000012173.1	K21768
OFRAG00000012185.1	K18404
OFRAG00000012189.1	K16669
OFRAG00000012197.1	K11481
OFRAG00000012201.1	K23362
OFRAG00000012210.1	K08190
OFRAG00000012219.1	K06269
OFRAG00000012220.1	K06269
OFRAG00000012245.1	K17352
OFRAG00000012246.1	K17307
OFRAG00000012251.1	K02207
OFRAG00000012252.1	K18327
OFRAG00000012253.1	K18327
OFRAG00000012254.1	K18327
OFRAG00000012281.1	K19678
OFRAG00000012285.1	K21418
OFRAG00000012287.1	K24610
OFRAG00000012291.1	K19721
OFRAG00000012303.1	K06237
OFRAG00000012305.2	K16628
OFRAG00000012328.1	K24610
OFRAG00000012341.2	K19872
OFRAG00000012343.1	K01231
OFRAG00000012344.1	K01231
OFRAG00000012345.1	K01231
OFRAG00000012349.1	K23847
OFRAG00000012357.1	K03695
OFRAG00000012364.1	K23219
OFRAG00000012367.1	K17425
OFRAG00000012373.1	K09569
OFRAG00000012375.2	K15637
OFRAG00000012377.1	K12168
OFRAG00000012378.1	K12168
OFRAG00000012383.1	K08076
OFRAG00000012388.1	K09503
OFRAG00000012401.1	K07763
OFRAG00000012410.1	K09343
OFRAG00000012411.1	K01255
OFRAG00000012415.2	K06515
OFRAG00000012416.1	K04233
OFRAG00000012417.1	K04233
OFRAG00000012418.1	K14716
OFRAG00000012428.2	K08292
OFRAG00000012428.3	K08292
OFRAG00000012453.1	K09188
OFRAG00000012466.1	K10955
OFRAG00000012477.1	K09420
OFRAG00000012482.1	K13887
OFRAG00000012485.1	K13887
OFRAG00000012486.1	K18646
OFRAG00000012496.1	K04955
OFRAG00000012496.2	K04955
OFRAG00000012499.1	K05869
OFRAG00000012500.1	K15370
OFRAG00000012504.1	K15370
OFRAG00000012511.1	K15048
OFRAG00000012512.1	K06237
OFRAG00000012517.1	K06110
OFRAG00000012518.1	K10318
OFRAG00000012522.1	K18264
OFRAG00000012525.1	K12319
OFRAG00000012526.1	K12319
OFRAG00000012533.1	K16573
OFRAG00000012535.1	K16573
OFRAG00000012540.1	K15290
OFRAG00000012541.1	K15290
OFRAG00000012547.1	K09272
OFRAG00000012552.1	K04952
OFRAG00000012555.1	K10448
OFRAG00000012556.1	K10638
OFRAG00000012569.1	K11810
OFRAG00000012574.1	K17398
OFRAG00000012586.1	K09405
OFRAG00000012590.1	K15615
OFRAG00000012591.1	K09324
OFRAG00000012599.1	K05636
OFRAG00000012600.1	K05312
OFRAG00000012602.1	K19201
OFRAG00000012608.1	K09049
OFRAG00000012612.1	K23009
OFRAG00000012617.1	K20194
OFRAG00000012617.2	K20194
OFRAG00000012619.1	K14972
OFRAG00000012623.1	K23908
OFRAG00000012630.1	K04513
OFRAG00000012633.1	K08526
OFRAG00000012637.1	K17820
OFRAG00000012638.1	K00753
OFRAG00000012642.1	K17278
OFRAG00000012645.1	K04221
OFRAG00000012648.1	K04674
OFRAG00000012654.1	K21916
OFRAG00000012654.2	K21916
OFRAG00000012663.1	K09405
OFRAG00000012668.1	K09228
OFRAG00000012672.1	K04930
OFRAG00000012673.1	K04930
OFRAG00000012674.1	K04136
OFRAG00000012676.1	K20647
OFRAG00000012679.1	K02599
OFRAG00000012691.1	K04280
OFRAG00000012692.1	K04280
OFRAG00000012700.1	K14032
OFRAG00000012703.1	K06841
OFRAG00000012704.1	K10380
OFRAG00000012706.1	K10799
OFRAG00000012721.1	K02157
OFRAG00000012724.1	K11844
OFRAG00000012725.1	K13780
OFRAG00000012726.1	K09408
OFRAG00000012727.1	K16675
OFRAG00000012728.1	K15197
OFRAG00000012731.1	K15013
OFRAG00000012734.2	K14995
OFRAG00000012743.1	K05330
OFRAG00000012745.1	K11313
OFRAG00000012750.1	K17339
OFRAG00000012751.1	K17339
OFRAG00000012772.1	K14572
OFRAG00000012773.1	K07966
OFRAG00000012775.2	K02602
OFRAG00000012781.1	K00002
OFRAG00000012784.1	K18486
OFRAG00000012789.1	K08635
OFRAG00000012790.1	K23847
OFRAG00000012791.1	K03130
OFRAG00000012794.1	K08635
OFRAG00000012797.2	K18442
OFRAG00000012801.1	K00753
OFRAG00000012806.1	K22815
OFRAG00000012808.1	K14716
OFRAG00000012823.1	K04919
OFRAG00000012825.1	K10158
OFRAG00000012825.2	K10158
OFRAG00000012825.3	K10158
OFRAG00000012827.1	K11348
OFRAG00000012838.1	K12567
OFRAG00000012840.1	K06704
OFRAG00000012845.1	K08805
OFRAG00000012846.1	K07839
OFRAG00000012852.1	K08202
OFRAG00000012854.1	K07763
OFRAG00000012855.1	K08202
OFRAG00000012857.1	K08045
OFRAG00000012861.1	K05330
OFRAG00000012862.1	K24522
OFRAG00000012866.1	K01672
OFRAG00000012877.1	K04860
OFRAG00000012885.1	K09511
OFRAG00000012886.1	K04599
OFRAG00000012894.1	K04284
OFRAG00000012895.1	K04282
OFRAG00000012907.1	K04967
OFRAG00000012907.2	K04967
OFRAG00000012909.1	K09083
OFRAG00000012916.1	K11255
OFRAG00000012920.1	K05866
OFRAG00000012921.1	K05866
OFRAG00000012926.1	K09037
OFRAG00000012928.1	K06612
OFRAG00000012929.1	K23860
OFRAG00000012931.1	K04314
OFRAG00000012939.1	K05699
OFRAG00000012939.2	K05699
OFRAG00000012944.1	K16889
OFRAG00000012945.1	K06238
OFRAG00000012946.1	K04887
OFRAG00000012948.1	K07305
OFRAG00000012950.1	K16461
OFRAG00000012951.1	K16461
OFRAG00000012953.1	K05768
OFRAG00000012955.1	K17383
OFRAG00000012961.1	K17095
OFRAG00000012965.1	K17095
OFRAG00000012967.1	K04892
OFRAG00000012969.1	K09068
OFRAG00000012969.2	K09068
OFRAG00000012980.1	K01349
OFRAG00000012984.1	K17284
OFRAG00000012987.1	K20655
OFRAG00000013008.1	K05723
OFRAG00000013008.2	K05723
OFRAG00000013024.1	K03320
OFRAG00000013026.1	K03320
OFRAG00000013029.1	K10307
OFRAG00000013031.1	K04911
OFRAG00000013036.1	K02432
OFRAG00000013037.1	K04239
OFRAG00000013044.2	K14408
OFRAG00000013050.1	K06059
OFRAG00000013059.1	K09313
OFRAG00000013061.1	K17614
OFRAG00000013062.1	K17095
OFRAG00000013063.1	K17095
OFRAG00000013069.1	K12301
OFRAG00000013072.1	K04606
OFRAG00000013073.1	K04606
OFRAG00000013076.1	K08542
OFRAG00000013082.1	K23847
OFRAG00000013087.1	K23847
OFRAG00000013100.1	K05038
OFRAG00000013101.1	K08807
OFRAG00000013102.1	K11728
OFRAG00000013105.1	K11728
OFRAG00000013112.1	K04448
OFRAG00000013114.1	K08190
OFRAG00000013119.1	K16449
OFRAG00000013122.1	K03320
OFRAG00000013123.1	K03320
OFRAG00000013125.1	K22037
OFRAG00000013126.1	K13884
OFRAG00000013135.1	K05613
OFRAG00000013136.1	K05613
OFRAG00000013140.1	K05613
OFRAG00000013141.1	K05613
OFRAG00000013149.1	K09093
OFRAG00000013157.1	K16175
OFRAG00000013160.1	K05312
OFRAG00000013162.1	K11810
OFRAG00000013163.1	K11810
OFRAG00000013168.1	K04216
OFRAG00000013168.2	K04216
OFRAG00000013178.1	K05330
OFRAG00000013181.1	K13161
OFRAG00000013183.1	K04137
OFRAG00000013184.1	K09206
OFRAG00000013187.1	K01514
OFRAG00000013193.1	K10380
OFRAG00000013197.1	K07917
OFRAG00000013199.1	K05110
OFRAG00000013200.1	K04210
OFRAG00000013214.1	K09668
OFRAG00000013216.1	K08187
OFRAG00000013226.1	K23899
OFRAG00000013229.1	K07763
OFRAG00000013230.1	K07763
OFRAG00000013231.1	K07763
OFRAG00000013234.2	K13165
OFRAG00000013237.1	K04944
OFRAG00000013242.1	K12322
OFRAG00000013245.1	K05312
OFRAG00000013248.1	K05658
OFRAG00000013249.1	K05658
OFRAG00000013254.1	K01868
OFRAG00000013256.1	K10373
OFRAG00000013258.1	K10373
OFRAG00000013259.1	K10373
OFRAG00000013261.1	K00444
OFRAG00000013274.1	K04606
OFRAG00000013275.1	K21847
OFRAG00000013289.1	K05449
OFRAG00000013291.1	K22656
OFRAG00000013292.1	K23624
OFRAG00000013293.1	K23624
OFRAG00000013294.1	K22919
OFRAG00000013309.1	K07197
OFRAG00000013314.1	K13763
OFRAG00000013322.1	K04157
OFRAG00000013323.2	K07300
OFRAG00000013333.1	K06082
OFRAG00000013334.1	K06082
OFRAG00000013336.1	K20828
OFRAG00000013353.1	K23195
OFRAG00000013353.2	K23195
OFRAG00000013359.1	K04520
OFRAG00000013362.2	K10417
OFRAG00000013382.1	K23847
OFRAG00000013385.1	K01392
OFRAG00000013403.1	K14966
OFRAG00000013404.1	K14966
OFRAG00000013405.1	K19721
OFRAG00000013406.1	K04450
OFRAG00000013406.2	K04450
OFRAG00000013409.1	K09270
OFRAG00000013410.1	K04148
OFRAG00000013413.1	K05185
OFRAG00000013418.1	K08842
OFRAG00000013426.1	K10875
OFRAG00000013428.1	K02599
OFRAG00000013430.1	K04135
OFRAG00000013432.1	K10448
OFRAG00000013437.1	K06278
OFRAG00000013438.1	K12959
OFRAG00000013445.1	K07966
OFRAG00000013446.1	K05312
OFRAG00000013462.1	K09228
OFRAG00000013465.1	K07763
OFRAG00000013471.1	K04686
OFRAG00000013473.1	K04686
OFRAG00000013478.1	K18204
OFRAG00000013479.1	K06158
OFRAG00000013481.1	K18204
OFRAG00000013487.1	K04908
OFRAG00000013490.1	K15377
OFRAG00000013491.1	K01301
OFRAG00000013492.1	K01301
OFRAG00000013493.1	K07841
OFRAG00000013496.1	K17256
OFRAG00000013499.1	K06772
OFRAG00000013500.2	K09554
OFRAG00000013503.1	K08518
OFRAG00000013507.1	K08518
OFRAG00000013524.1	K04988
OFRAG00000013530.2	K12399
OFRAG00000013531.1	K13208
OFRAG00000013536.1	K16628
OFRAG00000013539.1	K24576
OFRAG00000013540.1	K24576
OFRAG00000013542.1	K04459
OFRAG00000013547.1	K07964
OFRAG00000013548.1	K20640
OFRAG00000013553.1	K14611
OFRAG00000013554.1	K14611
OFRAG00000013558.1	K01769
OFRAG00000013559.2	K17046
OFRAG00000013571.1	K20091
OFRAG00000013584.2	K16809
OFRAG00000013585.1	K10359
OFRAG00000013586.1	K10359
OFRAG00000013592.1	K16669
OFRAG00000013593.1	K13023
OFRAG00000013594.1	K04550
OFRAG00000013596.1	K05361
OFRAG00000013606.1	K10421
OFRAG00000013606.2	K10421
OFRAG00000013610.1	K20456
OFRAG00000013618.1	K15438
OFRAG00000013632.1	K23503
OFRAG00000013634.1	K05695
OFRAG00000013635.1	K14322
OFRAG00000013636.1	K14322
OFRAG00000013638.1	K01017
OFRAG00000013639.1	K13094
OFRAG00000013648.1	K23624
OFRAG00000013649.1	K23624
OFRAG00000013660.1	K13861
OFRAG00000013670.1	K02599
OFRAG00000013671.1	K10104
OFRAG00000013676.1	K01025
OFRAG00000013677.1	K13780
OFRAG00000013681.1	K18644
OFRAG00000013692.1	K03018
OFRAG00000013693.1	K03018
OFRAG00000013695.1	K23927
OFRAG00000013697.1	K05035
OFRAG00000013705.2	K15691
OFRAG00000013707.1	K06238
OFRAG00000013708.1	K16466
OFRAG00000013718.1	K05218
OFRAG00000013722.1	K00799
OFRAG00000013749.1	K05122
OFRAG00000013750.1	K05313
OFRAG00000013753.2	K15293
OFRAG00000013760.1	K11866
OFRAG00000013763.1	K14726
OFRAG00000013765.1	K08883
OFRAG00000013765.2	K08883
OFRAG00000013773.1	K13708
OFRAG00000013775.1	K00665
OFRAG00000013781.1	K17343
OFRAG00000013785.1	K10955
OFRAG00000013786.1	K11295
OFRAG00000013794.1	K12323
OFRAG00000013797.1	K12323
OFRAG00000013807.1	K07890
OFRAG00000013819.1	K08765
OFRAG00000013824.1	K06083
OFRAG00000013826.1	K09454
OFRAG00000013839.1	K14307
OFRAG00000013852.1	K05200
OFRAG00000013853.1	K05313
OFRAG00000013855.1	K04194
OFRAG00000013863.1	K16739
OFRAG00000013867.1	K16911
OFRAG00000013870.2	K18630
OFRAG00000013881.1	K00758
OFRAG00000013882.1	K10175
OFRAG00000013883.1	K06560
OFRAG00000013885.1	K04966
OFRAG00000013893.1	K10158
OFRAG00000013895.1	K11306
OFRAG00000013904.1	K02207
OFRAG00000013905.1	K02207
OFRAG00000013915.1	K21770
OFRAG00000013920.1	K12301
OFRAG00000013923.1	K19511
OFRAG00000013925.1	K15123
OFRAG00000013931.1	K04282
OFRAG00000013950.1	K13298
OFRAG00000013951.1	K13298
OFRAG00000013952.1	K19721
OFRAG00000013960.1	K10226
OFRAG00000013966.1	K23624
OFRAG00000013967.1	K03909
OFRAG00000013968.1	K14463
OFRAG00000013972.1	K04854
OFRAG00000013974.1	K09373
OFRAG00000013976.1	K14575
OFRAG00000013978.2	K00036
OFRAG00000013985.1	K09372
OFRAG00000013989.1	K07299
OFRAG00000013996.1	K07376
OFRAG00000013997.1	K07376
OFRAG00000014002.1	K24298
OFRAG00000014010.1	K12323
OFRAG00000014012.1	K07763
OFRAG00000014013.1	K11253
OFRAG00000014014.1	K04644
OFRAG00000014018.1	K04148
OFRAG00000014019.1	K02183
OFRAG00000014022.1	K12618
OFRAG00000014030.1	K10878
OFRAG00000014035.1	K04218
OFRAG00000014038.2	K00006
OFRAG00000014038.3	K00006
OFRAG00000014039.1	K21347
OFRAG00000014042.1	K18037
OFRAG00000014045.1	K17591
OFRAG00000014046.1	K10955
OFRAG00000014052.1	K10736
OFRAG00000014054.1	K10205
OFRAG00000014057.1	K24332
OFRAG00000014066.1	K20161
OFRAG00000014073.1	K21436
OFRAG00000014083.1	K11651
OFRAG00000014101.1	K09228
OFRAG00000014104.1	K18134
OFRAG00000014126.1	K08635
OFRAG00000014128.1	K08428
OFRAG00000014134.1	K04150
OFRAG00000014135.1	K04144
OFRAG00000014136.1	K06233
OFRAG00000014137.1	K16669
OFRAG00000014138.1	K05866
OFRAG00000014139.1	K05125
OFRAG00000014140.1	K05125
OFRAG00000014141.1	K19021
OFRAG00000014143.1	K15692
OFRAG00000014144.1	K09562
OFRAG00000014146.1	K02183
OFRAG00000014154.1	K02599
OFRAG00000014155.1	K02599
OFRAG00000014157.1	K19483
OFRAG00000014160.1	K08853
OFRAG00000014164.1	K14964
OFRAG00000014165.1	K09194
OFRAG00000014165.2	K09194
OFRAG00000014178.1	K04144
OFRAG00000014180.1	K04368
OFRAG00000014184.1	K00665
OFRAG00000014195.1	K06560
OFRAG00000014195.2	K06560
OFRAG00000014197.1	K19021
OFRAG00000014199.1	K19021
OFRAG00000014207.1	K00423
OFRAG00000014208.1	K17094
OFRAG00000014210.1	K16610
OFRAG00000014211.1	K18932
OFRAG00000014225.1	K18437
OFRAG00000014234.1	K17682
OFRAG00000014240.1	K23600
OFRAG00000014248.1	K07819
OFRAG00000014254.1	K08362
OFRAG00000014256.1	K04218
OFRAG00000014256.2	K22872
OFRAG00000014259.1	K11306
OFRAG00000014260.1	K08375
OFRAG00000014260.2	K08375
OFRAG00000014264.1	K20401
OFRAG00000014269.2	K23093
OFRAG00000014272.1	K04610
OFRAG00000014273.1	K20840
OFRAG00000014278.1	K08807
OFRAG00000014280.1	K08807
OFRAG00000014282.1	K08288
OFRAG00000014282.2	K08288
OFRAG00000014286.1	K18630
OFRAG00000014289.1	K10303
OFRAG00000014290.1	K00995
OFRAG00000014295.1	K24527
OFRAG00000014302.1	K09236
OFRAG00000014311.1	K14354
OFRAG00000014317.1	K04707
OFRAG00000014320.1	K12323
OFRAG00000014321.1	K16584
OFRAG00000014324.1	K13750
OFRAG00000014325.1	K13750
OFRAG00000014326.1	K04284
OFRAG00000014328.1	K08462
OFRAG00000014329.1	K01411
OFRAG00000014330.1	K01411
OFRAG00000014333.1	K08190
OFRAG00000014335.1	K08428
OFRAG00000014336.1	K08428
OFRAG00000014348.1	K21125
OFRAG00000014364.1	K10864
OFRAG00000014365.1	K05016
OFRAG00000014368.1	K05016
OFRAG00000014369.1	K05016
OFRAG00000014374.1	K10257
OFRAG00000014376.1	K22970
OFRAG00000014378.1	K00237
OFRAG00000014380.1	K08190
OFRAG00000014381.1	K08190
OFRAG00000014381.2	K08190
OFRAG00000014385.1	K12309
OFRAG00000014390.2	K16530
OFRAG00000014396.1	K04437
OFRAG00000014415.1	K20721
OFRAG00000014415.2	K20721
OFRAG00000014415.3	K20721
OFRAG00000014417.1	K04194
OFRAG00000014424.1	K09856
OFRAG00000014425.1	K12323
OFRAG00000014430.1	K07763
OFRAG00000014431.1	K07763
OFRAG00000014432.1	K07763
OFRAG00000014433.1	K07763
OFRAG00000014434.1	K14427
OFRAG00000014436.1	K04543
OFRAG00000014441.1	K07763
OFRAG00000014442.1	K07763
OFRAG00000014445.1	K05312
OFRAG00000014446.1	K05312
OFRAG00000014447.1	K05312
OFRAG00000014449.1	K12035
OFRAG00000014450.1	K19949
OFRAG00000014452.1	K19347
OFRAG00000014464.1	K14972
OFRAG00000014469.1	K23192
OFRAG00000014472.1	K04860
OFRAG00000014481.1	K22872
OFRAG00000014488.1	K08546
OFRAG00000014489.1	K13211
OFRAG00000014491.1	K09228
OFRAG00000014493.2	K11322
OFRAG00000014494.1	K16172
OFRAG00000014498.1	K00030
OFRAG00000014504.1	K04606
OFRAG00000014505.1	K04606
OFRAG00000014508.1	K04606
OFRAG00000014509.1	K04606
OFRAG00000014521.1	K24298
OFRAG00000014529.1	K24286
OFRAG00000014537.1	K04226
OFRAG00000014539.1	K02599
OFRAG00000014541.1	K02599
OFRAG00000014543.1	K02599
OFRAG00000014544.1	K02599
OFRAG00000014545.1	K02599
OFRAG00000014555.1	K11716
OFRAG00000014571.1	K18259
OFRAG00000014576.1	K02374
OFRAG00000014577.1	K02374
OFRAG00000014578.1	K08635
OFRAG00000014579.1	K04097
OFRAG00000014583.1	K06238
OFRAG00000014589.1	K19949
OFRAG00000014590.1	K19949
OFRAG00000014591.1	K19949
OFRAG00000014595.1	K10638
OFRAG00000014597.1	K24473
OFRAG00000014599.1	K08807
OFRAG00000014603.1	K04194
OFRAG00000014607.1	K22400
OFRAG00000014611.1	K17540
OFRAG00000014612.1	K17540
OFRAG00000014615.1	K01230
OFRAG00000014616.1	K01230
OFRAG00000014617.1	K01230
OFRAG00000014621.1	K09300
OFRAG00000014629.1	K13861
OFRAG00000014630.2	K06057
OFRAG00000014632.1	K08554
OFRAG00000014635.1	K17845
OFRAG00000014638.1	K13752
OFRAG00000014638.2	K13752
OFRAG00000014640.1	K04849
OFRAG00000014644.1	K16682
OFRAG00000014645.1	K08635
OFRAG00000014652.1	K20175
