#Host
nbis-mrna-10864	K22182
nbis-mrna-22394	K02599
nbis-mrna-22393	K03068
nbis-mrna-22392	K06051
nbis-mrna-19469	K20051
nbis-mrna-15746	K20051
nbis-mrna-15744	K20051
nbis-mrna-22588	K09566
nbis-mrna-10832	K16055
nbis-mrna-8351	K18462
nbis-mrna-1139	K11997
nbis-mrna-1140	K11997
nbis-mrna-1143	K09228
nbis-mrna-4904	K13912
nbis-mrna-4907	K08202
nbis-mrna-6684	K08202
nbis-mrna-14802	K08202
nbis-mrna-3566	K04211
nbis-mrna-11840	K15734
nbis-mrna-2934	K10447
nbis-mrna-2927	K07819
nbis-mrna-2926	K15631
nbis-mrna-20148	K03942
nbis-mrna-16755	K03942
nbis-mrna-7671	K23577
nbis-mrna-7672	K23577
nbis-mrna-866	K23577
nbis-mrna-10811	K23577
nbis-mrna-10311	K18488
nbis-mrna-75	K06825
nbis-mrna-15191	K06825
nbis-mrna-1879	K02183
nbis-mrna-17534	K17085
nbis-mrna-17532	K13023
nbis-mrna-17202	K22022
nbis-mrna-16662	K12301
nbis-mrna-16663	K24539
nbis-mrna-16665	K24539
nbis-mrna-16668	K13861
nbis-mrna-16669	K05751
nbis-mrna-19519	K05751
nbis-mrna-12693	K07819
nbis-mrna-10159	K09300
nbis-mrna-10158	K09307
nbis-mrna-10157	K09307
nbis-mrna-10155	K09307
nbis-mrna-10156	K09305
nbis-mrna-10153	K09302
nbis-mrna-8105	K05313
nbis-mrna-1283	K12396
nbis-mrna-1282	K12396
nbis-mrna-18552	K12396
nbis-mrna-6703	K15105
nbis-mrna-14864	K12396
nbis-mrna-5069	K19537
nbis-mrna-12221	K22078
nbis-mrna-12422	K24735
nbis-mrna-9962	K16449
nbis-mrna-9965	K16449
nbis-mrna-9967	K04131
nbis-mrna-9415	K14206
nbis-mrna-6507	K15149
nbis-mrna-3444	K09405
nbis-mrna-3439	K02599
nbis-mrna-246	K02599
nbis-mrna-14856	K02599
nbis-mrna-2031	K24065
nbis-mrna-12933	K09614
nbis-mrna-12932	K05694
nbis-mrna-4645	K22371
nbis-mrna-13288	K01267
nbis-mrna-4243	K01267
nbis-mrna-14997	K01267
nbis-mrna-4140	K09228
nbis-mrna-4141	K09228
nbis-mrna-17476	K15008
nbis-mrna-17474	K13411
nbis-mrna-21668	K23219
nbis-mrna-21670	K17233
nbis-mrna-21845	K14716
nbis-mrna-21846	K14716
nbis-mrna-21844	K13596
nbis-mrna-21843	K16669
nbis-mrna-13916	K23471
nbis-mrna-13915	K06774
nbis-mrna-12477	K08654
nbis-mrna-12485	K08654
nbis-mrna-11769	K18273
nbis-mrna-3818	K13046
nbis-mrna-3169	K02599
nbis-mrna-21630	K02091
nbis-mrna-5237	K05768
nbis-mrna-3024	K15288
nbis-mrna-19057	K06059
nbis-mrna-17345	K17353
nbis-mrna-1331	K03130
nbis-mrna-1333	K20179
nbis-mrna-19909	K00476
nbis-mrna-21537	K04930
nbis-mrna-17216	K07187
nbis-mrna-16500	K02370
nbis-mrna-5157	K07380
nbis-mrna-5432	K20773
nbis-mrna-15148	K19754
nbis-mrna-6601	K10479
nbis-mrna-6605	K24469
nbis-mrna-6607	K24469
nbis-mrna-6608	K24469
nbis-mrna-16978	K24469
nbis-mrna-16977	K24469
nbis-mrna-12652	K24469
nbis-mrna-12992	K24469
nbis-mrna-1570	K08271
nbis-mrna-22056	K15980
nbis-mrna-4096	K10104
nbis-mrna-6062	K17675
nbis-mrna-1541	K02599
nbis-mrna-1537	K04988
nbis-mrna-1539	K02599
nbis-mrna-1533	K21347
nbis-mrna-9377	K00006
nbis-mrna-9378	K09300
nbis-mrna-21324	K17065
nbis-mrna-21322	K19720
nbis-mrna-11258	K15297
nbis-mrna-4198	K19413
nbis-mrna-14707	K09273
nbis-mrna-14708	K16175
nbis-mrna-14712	K14410
nbis-mrna-14717	K24630
nbis-mrna-14719	K04936
nbis-mrna-5666	K01446
nbis-mrna-2185	K08592
nbis-mrna-2182	K01446
nbis-mrna-19997	K24734
nbis-mrna-3317	K23820
nbis-mrna-3312	K05492
nbis-mrna-3311	K06087
nbis-mrna-3308	K06051
nbis-mrna-3305	K06756
nbis-mrna-7746	K06756
nbis-mrna-2953	K06825
nbis-mrna-916	K24469
nbis-mrna-6469	K04988
nbis-mrna-4184	K12562
nbis-mrna-19914	K12562
nbis-mrna-19913	K15537
nbis-mrna-645	K04380
nbis-mrna-22224	K10392
nbis-mrna-22221	K04988
nbis-mrna-7210	K10408
nbis-mrna-11925	K19601
nbis-mrna-11929	K02599
nbis-mrna-11930	K02599
nbis-mrna-11932	K07378
nbis-mrna-11936	K06826
nbis-mrna-5138	K06255
nbis-mrna-5140	K04988
nbis-mrna-20370	K05030
nbis-mrna-10497	K24526
nbis-mrna-10496	K21436
nbis-mrna-15087	K21954
nbis-mrna-18343	K04450
nbis-mrna-10727	K11994
nbis-mrna-10729	K12200
nbis-mrna-10732	K12491
nbis-mrna-15244	K17919
nbis-mrna-2634	K00901
nbis-mrna-2635	K08509
nbis-mrna-11767	K16669
nbis-mrna-10641	K02599
nbis-mrna-21807	K02599
nbis-mrna-21815	K04826
nbis-mrna-2768	K06792
nbis-mrna-18188	K09188
nbis-mrna-20162	K09188
nbis-mrna-20163	K08230
nbis-mrna-16680	K08230
nbis-mrna-3204	K23503
nbis-mrna-8867	K18266
nbis-mrna-5962	K22125
nbis-mrna-10433	K03331
nbis-mrna-6784	K05860
nbis-mrna-4559	K05860
nbis-mrna-4560	K13708
nbis-mrna-4737	K13708
nbis-mrna-15317	K13708
nbis-mrna-15316	K22614
nbis-mrna-17766	K00826
nbis-mrna-13406	K13116
nbis-mrna-10737	K20234
nbis-mrna-20681	K20234
nbis-mrna-20680	K20234
nbis-mrna-20679	K14752
nbis-mrna-9859	K20234
nbis-mrna-9860	K14752
nbis-mrna-9861	K20234
nbis-mrna-14033	K05691
nbis-mrna-5278	K02599
nbis-mrna-7239	K02599
nbis-mrna-18217	K02599
nbis-mrna-18218	K24469
nbis-mrna-750	K07190
nbis-mrna-751	K24143
nbis-mrna-752	K24143
nbis-mrna-753	K12900
nbis-mrna-18348	K01899
nbis-mrna-17020	K12232
nbis-mrna-7822	K23204
nbis-mrna-14306	K02183
nbis-mrna-17638	K02183
nbis-mrna-7107	K11481
nbis-mrna-15978	K18932
nbis-mrna-15981	K10369
nbis-mrna-15501	K07836
nbis-mrna-15502	K07844
nbis-mrna-4638	K10082
nbis-mrna-10681	K01477
nbis-mrna-10678	K00106
nbis-mrna-14319	K14616
nbis-mrna-14320	K14616
nbis-mrna-9753	K13046
nbis-mrna-13034	K14454
nbis-mrna-13036	K01593
nbis-mrna-643	K19636
nbis-mrna-20818	K19636
nbis-mrna-20819	K01931
nbis-mrna-15649	K20840
nbis-mrna-15655	K10104
nbis-mrna-12695	K08669
nbis-mrna-12697	K12757
nbis-mrna-12698	K01081
nbis-mrna-18889	K01081
nbis-mrna-18888	K11447
nbis-mrna-1968	K08539
nbis-mrna-1959	K07375
nbis-mrna-487	K07375
nbis-mrna-488	K08624
nbis-mrna-4106	K19289
nbis-mrna-19557	K05052
nbis-mrna-14902	K10316
nbis-mrna-14583	K00727
nbis-mrna-19018	K19499
nbis-mrna-1445	K12657
nbis-mrna-15150	K12657
nbis-mrna-3089	K11447
nbis-mrna-11822	K20032
nbis-mrna-2067	K20032
nbis-mrna-2066	K15261
nbis-mrna-17403	K15261
nbis-mrna-4740	K15261
nbis-mrna-4742	K15261
nbis-mrna-4741	K16777
nbis-mrna-4744	K15261
nbis-mrna-19849	K15261
nbis-mrna-19851	K03352
nbis-mrna-19176	K11665
nbis-mrna-3901	K09271
nbis-mrna-15616	K04284
nbis-mrna-20322	K15261
nbis-mrna-2131	K15261
nbis-mrna-2130	K15261
nbis-mrna-4572	K15261
nbis-mrna-4574	K15261
nbis-mrna-4575	K04978
nbis-mrna-4585	K09228
nbis-mrna-4588	K09228
nbis-mrna-4587	K16669
nbis-mrna-4590	K09228
nbis-mrna-4591	K16669
nbis-mrna-4592	K09345
nbis-mrna-4593	K09345
nbis-mrna-4594	K01255
nbis-mrna-12490	K01191
nbis-mrna-12492	K04828
nbis-mrna-9082	K04828
nbis-mrna-9081	K04828
nbis-mrna-6252	K04828
nbis-mrna-6251	K04828
nbis-mrna-2691	K04830
nbis-mrna-20672	K12646
nbis-mrna-12780	K11153
nbis-mrna-14560	K24682
nbis-mrna-9451	K00665
nbis-mrna-9463	K24682
nbis-mrna-16484	K24682
nbis-mrna-16486	K24682
nbis-mrna-16487	K24682
nbis-mrna-9246	K00106
nbis-mrna-20287	K14808
nbis-mrna-15152	K04459
nbis-mrna-15153	K00387
nbis-mrna-4006	K02183
nbis-mrna-9610	K02183
nbis-mrna-9607	K02183
nbis-mrna-9608	K02183
nbis-mrna-9609	K02183
nbis-mrna-10922	K06532
nbis-mrna-16364	K23896
nbis-mrna-4457	K09220
nbis-mrna-21193	K24498
nbis-mrna-1189	K18405
nbis-mrna-7070	K18405
nbis-mrna-6785	K24734
nbis-mrna-2593	K10645
nbis-mrna-16355	K03940
nbis-mrna-16353	K05312
nbis-mrna-19154	K15261
nbis-mrna-3417	K02183
nbis-mrna-3416	K02183
nbis-mrna-9114	K15607
nbis-mrna-9116	K15607
nbis-mrna-3927	K11680
nbis-mrna-110	K05313
nbis-mrna-16712	K05313
nbis-mrna-16716	K08836
nbis-mrna-16715	K09228
nbis-mrna-19359	K06642
nbis-mrna-6499	K07374
nbis-mrna-6500	K07374
nbis-mrna-6680	K20799
nbis-mrna-6679	K09203
nbis-mrna-6905	K02183
nbis-mrna-16279	K13201
nbis-mrna-10125	K08104
nbis-mrna-12558	K10402
nbis-mrna-12556	K17346
nbis-mrna-16524	K23847
nbis-mrna-20725	K21798
nbis-mrna-5415	K22815
nbis-mrna-22006	K12798
nbis-mrna-1188	K11127
nbis-mrna-2304	K14611
nbis-mrna-17656	K05242
nbis-mrna-17661	K12305
nbis-mrna-21705	K20051
nbis-mrna-20466	K22814
nbis-mrna-20482	K03424
nbis-mrna-20480	K10579
nbis-mrna-20487	K16309
nbis-mrna-20486	K24745
nbis-mrna-11188	K04137
nbis-mrna-11189	K22815
nbis-mrna-16718	K04144
nbis-mrna-16722	K10268
nbis-mrna-10199	K06051
nbis-mrna-5054	K17963
nbis-mrna-19026	K13763
nbis-mrna-19028	K13752
nbis-mrna-16547	K24576
nbis-mrna-14946	K04988
nbis-mrna-14945	K04988
nbis-mrna-19984	K05030
nbis-mrna-19986	K05030
nbis-mrna-9076	K08462
nbis-mrna-9078	K13046
nbis-mrna-19053	K11997
nbis-mrna-11913	K11665
nbis-mrna-12248	K15261
nbis-mrna-6085	K11428
nbis-mrna-22091	K17307
nbis-mrna-22093	K22017
nbis-mrna-16068	K22017
nbis-mrna-16063	K05030
nbis-mrna-2383	K05030
nbis-mrna-22560	K14616
nbis-mrna-15453	K13348
nbis-mrna-626	K17307
nbis-mrna-623	K05717
nbis-mrna-627	K05717
nbis-mrna-624	K05717
nbis-mrna-7064	K17307
nbis-mrna-7066	K09228
nbis-mrna-7073	K09228
nbis-mrna-9879	K14616
nbis-mrna-9878	K24682
nbis-mrna-11805	K13046
nbis-mrna-11806	K14616
nbis-mrna-542	K15261
nbis-mrna-3509	K14616
nbis-mrna-9701	K18886
nbis-mrna-18245	K18886
nbis-mrna-18246	K13046
nbis-mrna-19046	K10104
nbis-mrna-19047	K10104
nbis-mrna-19049	K10104
nbis-mrna-4534	K10104
nbis-mrna-18771	K10104
nbis-mrna-2676	K10104
nbis-mrna-18742	K10104
nbis-mrna-18744	K10104
nbis-mrna-18743	K06252
nbis-mrna-7819	K10104
nbis-mrna-7818	K10104
nbis-mrna-7814	K10104
nbis-mrna-1594	K04210
nbis-mrna-1593	K04314
nbis-mrna-13616	K04314
nbis-mrna-7727	K01408
nbis-mrna-11702	K06839
nbis-mrna-11707	K03254
nbis-mrna-11709	K20167
nbis-mrna-20375	K18751
nbis-mrna-20378	K05313
nbis-mrna-19530	K08104
nbis-mrna-16402	K06210
nbis-mrna-16401	K16618
nbis-mrna-16399	K08104
nbis-mrna-8033	K24465
nbis-mrna-8032	K04936
nbis-mrna-1521	K07944
nbis-mrna-17179	K07944
nbis-mrna-5038	K08601
nbis-mrna-5039	K23555
nbis-mrna-5037	K07868
nbis-mrna-6242	K08957
nbis-mrna-6246	K17346
nbis-mrna-5352	K05313
nbis-mrna-13458	K07371
nbis-mrna-348	K20007
nbis-mrna-346	K02183
nbis-mrna-7509	K24760
nbis-mrna-7510	K24760
nbis-mrna-19185	K14563
nbis-mrna-19184	K24909
nbis-mrna-19183	K24909
nbis-mrna-15030	K05093
nbis-mrna-15028	K05093
nbis-mrna-15024	K22470
nbis-mrna-8979	K22470
nbis-mrna-14280	K01769
nbis-mrna-14285	K05665
nbis-mrna-8479	K11276
nbis-mrna-4485	K09228
nbis-mrna-3112	K19178
nbis-mrna-1354	K07371
nbis-mrna-6887	K07371
nbis-mrna-6889	K07371
nbis-mrna-6892	K19022
nbis-mrna-20355	K04533
nbis-mrna-20352	K17618
nbis-mrna-21825	K11470
nbis-mrna-21822	K01834
nbis-mrna-7423	K01834
nbis-mrna-7427	K15502
nbis-mrna-8461	K18460
nbis-mrna-8462	K13781
nbis-mrna-8463	K13781
nbis-mrna-8464	K13781
nbis-mrna-8465	K04974
nbis-mrna-8469	K12800
nbis-mrna-13601	K02183
nbis-mrna-439	K02183
nbis-mrna-440	K02183
nbis-mrna-16056	K05330
nbis-mrna-16053	K05330
nbis-mrna-21368	K23500
nbis-mrna-10269	K03068
nbis-mrna-10268	K17604
nbis-mrna-1278	K02580
nbis-mrna-7603	K11517
nbis-mrna-7610	K07914
nbis-mrna-7616	K23781
nbis-mrna-2910	K06843
nbis-mrna-2911	K06843
nbis-mrna-1712	K07870
nbis-mrna-9421	K06086
nbis-mrna-21044	K14209
nbis-mrna-14350	K05643
nbis-mrna-8306	K13578
nbis-mrna-6519	K06560
nbis-mrna-6520	K06560
nbis-mrna-6521	K10062
nbis-mrna-11828	K06560
nbis-mrna-1796	K06560
nbis-mrna-1798	K06560
nbis-mrna-806	K01011
nbis-mrna-710	K01011
nbis-mrna-17690	K04397
nbis-mrna-17692	K04397
nbis-mrna-17693	K04399
nbis-mrna-8495	K03331
nbis-mrna-6927	K04640
nbis-mrna-1197	K20045
nbis-mrna-16343	K03357
nbis-mrna-15953	K16540
nbis-mrna-19867	K06238
nbis-mrna-10569	K14777
nbis-mrna-4811	K19721
nbis-mrna-4810	K06238
nbis-mrna-4809	K06237
nbis-mrna-12461	K19721
nbis-mrna-12462	K19721
nbis-mrna-12459	K06238
nbis-mrna-13427	K00022
nbis-mrna-13429	K13963
nbis-mrna-13456	K00022
nbis-mrna-13450	K23915
nbis-mrna-13444	K09228
nbis-mrna-13440	K08585
nbis-mrna-10584	K05038
nbis-mrna-10586	K17573
nbis-mrna-10585	K16739
nbis-mrna-10588	K23507
nbis-mrna-2859	K11447
nbis-mrna-1047	K19867
nbis-mrna-2090	K00253
nbis-mrna-2088	K14165
nbis-mrna-2086	K19867
nbis-mrna-3039	K01398
nbis-mrna-6828	K25029
nbis-mrna-18826	K04966
nbis-mrna-11741	K16669
nbis-mrna-11750	K23730
nbis-mrna-11753	K09228
nbis-mrna-2784	K11143
nbis-mrna-2790	K18417
nbis-mrna-2798	K08585
nbis-mrna-10122	K20465
nbis-mrna-10124	K08873
nbis-mrna-18565	K02599
nbis-mrna-18567	K20401
nbis-mrna-18569	K14169
nbis-mrna-18573	K10352
nbis-mrna-18571	K10352
nbis-mrna-15883	K10104
nbis-mrna-15882	K24469
nbis-mrna-15596	K05694
nbis-mrna-15591	K09037
nbis-mrna-21601	K04432
nbis-mrna-17524	K09646
nbis-mrna-17530	K22670
nbis-mrna-15078	K05496
nbis-mrna-15072	K07809
nbis-mrna-15070	K02599
nbis-mrna-7295	K04097
nbis-mrna-8915	K16449
nbis-mrna-8913	K00274
nbis-mrna-1556	K11499
nbis-mrna-7228	K02087
nbis-mrna-528	K17345
nbis-mrna-523	K14388
nbis-mrna-518	K18752
nbis-mrna-517	K10380
nbis-mrna-516	K01756
nbis-mrna-515	K01414
nbis-mrna-514	K04346
nbis-mrna-511	K17550
nbis-mrna-12623	K00714
nbis-mrna-16470	K05099
nbis-mrna-6218	K02374
nbis-mrna-5972	K08375
nbis-mrna-13759	K08375
nbis-mrna-13758	K11728
nbis-mrna-18129	K23489
nbis-mrna-15549	K23489
nbis-mrna-2579	K20638
nbis-mrna-2575	K04392
nbis-mrna-2572	K08898
nbis-mrna-14332	K08585
nbis-mrna-12380	K17383
nbis-mrna-3033	K02599
nbis-mrna-8435	K02599
nbis-mrna-16803	K14616
nbis-mrna-16804	K24468
nbis-mrna-16802	K24706
nbis-mrna-6053	K14616
nbis-mrna-6054	K14616
nbis-mrna-18724	K14616
nbis-mrna-1158	K13047
nbis-mrna-882	K13046
nbis-mrna-881	K14616
nbis-mrna-18143	K14616
nbis-mrna-7414	K14616
nbis-mrna-3166	K14616
nbis-mrna-3167	K14616
nbis-mrna-3484	K14616
nbis-mrna-3483	K14616
nbis-mrna-18660	K10401
nbis-mrna-18657	K04397
nbis-mrna-18658	K08753
nbis-mrna-14171	K14386
nbis-mrna-14170	K05210
nbis-mrna-19257	K15889
nbis-mrna-19260	K09869
nbis-mrna-19261	K13577
nbis-mrna-18424	K03910
nbis-mrna-907	K22858
nbis-mrna-3684	K17783
nbis-mrna-529	K00567
nbis-mrna-531	K11852
nbis-mrna-11693	K18808
nbis-mrna-11694	K04977
nbis-mrna-2363	K02599
nbis-mrna-3970	K13517
nbis-mrna-11801	K01183
nbis-mrna-11799	K01183
nbis-mrna-16834	K01183
nbis-mrna-5686	K24309
nbis-mrna-5685	K09851
nbis-mrna-5682	K17540
nbis-mrna-19414	K10153
nbis-mrna-17511	K10153
nbis-mrna-3629	K16911
nbis-mrna-3634	K17751
nbis-mrna-7315	K06825
nbis-mrna-5669	K20880
nbis-mrna-5672	K09404
nbis-mrna-1600	K23829
nbis-mrna-3702	K10457
nbis-mrna-3203	K09188
nbis-mrna-2687	K05692
nbis-mrna-1417	K05692
nbis-mrna-1419	K05692
nbis-mrna-9410	K06944
nbis-mrna-9407	K23551
nbis-mrna-9405	K10615
nbis-mrna-17920	K09081
nbis-mrna-2043	K15112
nbis-mrna-2042	K04364
nbis-mrna-3941	K04364
nbis-mrna-1236	K14616
nbis-mrna-1244	K10380
nbis-mrna-1246	K10380
nbis-mrna-18382	K15106
nbis-mrna-11873	K07844
nbis-mrna-15938	K00995
nbis-mrna-15937	K00995
nbis-mrna-15935	K17297
nbis-mrna-2402	K01110
nbis-mrna-2395	K04606
nbis-mrna-2386	K11653
nbis-mrna-15408	K21958
nbis-mrna-9063	K24469
nbis-mrna-20088	K21958
nbis-mrna-20085	K21958
nbis-mrna-20084	K09307
nbis-mrna-1771	K09594
nbis-mrna-3569	K13524
nbis-mrna-3573	K14616
nbis-mrna-3576	K19613
nbis-mrna-3579	K14964
nbis-mrna-5693	K05627
nbis-mrna-10559	K02577
nbis-mrna-10560	K01897
nbis-mrna-10561	K01897
nbis-mrna-10566	K23624
nbis-mrna-14595	K15191
nbis-mrna-17108	K08018
nbis-mrna-17107	K16669
nbis-mrna-20072	K16669
nbis-mrna-20069	K00623
nbis-mrna-20066	K05456
nbis-mrna-20065	K22262
nbis-mrna-8523	K22262
nbis-mrna-19731	K02183
nbis-mrna-10416	K24317
nbis-mrna-10420	K04374
nbis-mrna-1315	K01081
nbis-mrna-1317	K05692
nbis-mrna-5203	K12322
nbis-mrna-5204	K12322
nbis-mrna-20900	K04224
nbis-mrna-17847	K04686
nbis-mrna-2747	K00522
nbis-mrna-5022	K24734
nbis-mrna-5023	K24734
nbis-mrna-5020	K12482
nbis-mrna-15366	K12482
nbis-mrna-15365	K21440
nbis-mrna-15368	K00857
nbis-mrna-15373	K16621
nbis-mrna-8606	K08852
nbis-mrna-4221	K04360
nbis-mrna-4225	K06642
nbis-mrna-14200	K06642
nbis-mrna-12313	K16617
nbis-mrna-16992	K14074
nbis-mrna-13822	K05312
nbis-mrna-13821	K05312
nbis-mrna-13820	K05312
nbis-mrna-18676	K05312
nbis-mrna-17348	K01298
nbis-mrna-19936	K19948
nbis-mrna-19939	K01896
nbis-mrna-19938	K01896
nbis-mrna-19941	K23047
nbis-mrna-19960	K11855
nbis-mrna-4661	K04854
nbis-mrna-4659	K19672
nbis-mrna-4658	K07190
nbis-mrna-4656	K07190
nbis-mrna-4657	K01313
nbis-mrna-18259	K05099
nbis-mrna-19103	K10314
nbis-mrna-19104	K14996
nbis-mrna-10400	K10408
nbis-mrna-10399	K10408
nbis-mrna-11574	K02539
nbis-mrna-11578	K01897
nbis-mrna-22348	K01634
nbis-mrna-14557	K04936
nbis-mrna-14556	K04936
nbis-mrna-5610	K05695
nbis-mrna-5024	K05695
nbis-mrna-5032	K08959
nbis-mrna-5033	K07819
nbis-mrna-1027	K08857
nbis-mrna-1024	K04467
nbis-mrna-2458	K15608
nbis-mrna-6297	K16330
nbis-mrna-6301	K16621
nbis-mrna-6303	K08515
nbis-mrna-6313	K09228
nbis-mrna-6314	K24496
nbis-mrna-6315	K24496
nbis-mrna-6317	K24496
nbis-mrna-6318	K08619
nbis-mrna-6320	K02599
nbis-mrna-6321	K18435
nbis-mrna-6323	K18435
nbis-mrna-14618	K20051
nbis-mrna-14617	K20051
nbis-mrna-15498	K00727
nbis-mrna-7619	K12178
nbis-mrna-7625	K11306
nbis-mrna-533	K23994
nbis-mrna-20860	K19636
nbis-mrna-20858	K10104
nbis-mrna-20852	K16060
nbis-mrna-20853	K16060
nbis-mrna-16082	K07843
nbis-mrna-16083	K07843
nbis-mrna-22015	K17095
nbis-mrna-15009	K04397
nbis-mrna-15013	K04397
nbis-mrna-15012	K04397
nbis-mrna-19988	K12396
nbis-mrna-2378	K21916
nbis-mrna-14676	K22290
nbis-mrna-14675	K18491
nbis-mrna-12099	K05038
nbis-mrna-13835	K00758
nbis-mrna-13832	K05665
nbis-mrna-13829	K05665
nbis-mrna-10142	K05665
nbis-mrna-10135	K14386
nbis-mrna-10133	K14386
nbis-mrna-14334	K07511
nbis-mrna-6229	K00665
nbis-mrna-6231	K00665
nbis-mrna-13012	K16507
nbis-mrna-3222	K07376
nbis-mrna-2760	K17095
nbis-mrna-7649	K14716
nbis-mrna-20253	K24351
nbis-mrna-20249	K13403
nbis-mrna-20246	K08378
nbis-mrna-18983	K05126
nbis-mrna-18982	K05126
nbis-mrna-18986	K02677
nbis-mrna-18992	K22611
nbis-mrna-5226	K11447
nbis-mrna-19754	K23927
nbis-mrna-15096	K11447
nbis-mrna-21316	K11141
nbis-mrna-21879	K00915
nbis-mrna-1740	K11294
nbis-mrna-1741	K10447
nbis-mrna-1742	K16691
nbis-mrna-8709	K01681
nbis-mrna-22215	K02183
nbis-mrna-19228	K04967
nbis-mrna-21028	K13046
nbis-mrna-21029	K13046
nbis-mrna-21027	K13046
nbis-mrna-21026	K02183
nbis-mrna-4884	K00565
nbis-mrna-4882	K00565
nbis-mrna-9429	K10641
nbis-mrna-17051	K06528
nbis-mrna-17048	K08190
nbis-mrna-17047	K19613
nbis-mrna-17045	K19613
nbis-mrna-17035	K23792
nbis-mrna-20015	K22371
nbis-mrna-14827	K06233
nbis-mrna-16090	K06233
nbis-mrna-15237	K06233
nbis-mrna-13303	K06233
nbis-mrna-1514	K06233
nbis-mrna-15264	K04674
nbis-mrna-2644	K06252
nbis-mrna-4567	K17914
nbis-mrna-10722	K02432
nbis-mrna-3951	K04458
nbis-mrna-3950	K10251
nbis-mrna-13774	K10251
nbis-mrna-2849	K17353
nbis-mrna-2848	K17353
nbis-mrna-2846	K17353
nbis-mrna-2847	K10303
nbis-mrna-19623	K17353
nbis-mrna-16413	K10330
nbis-mrna-13575	K04659
nbis-mrna-19039	K04659
nbis-mrna-19036	K04659
nbis-mrna-12980	K04659
nbis-mrna-12981	K04659
nbis-mrna-12973	K01116
nbis-mrna-20753	K04911
nbis-mrna-21106	K14356
nbis-mrna-21107	K00106
nbis-mrna-21914	K24098
nbis-mrna-21913	K01966
nbis-mrna-12075	K01966
nbis-mrna-10281	K00106
nbis-mrna-14237	K00106
nbis-mrna-19705	K19613
nbis-mrna-5914	K11997
nbis-mrna-8956	K10226
nbis-mrna-9167	K24909
nbis-mrna-5090	K20051
nbis-mrna-1375	K20051
nbis-mrna-15399	K09646
nbis-mrna-15398	K08362
nbis-mrna-12522	K20217
nbis-mrna-12523	K11430
nbis-mrna-12527	K06058
nbis-mrna-12529	K09195
nbis-mrna-12526	K08017
nbis-mrna-5438	K08017
nbis-mrna-5442	K06563
nbis-mrna-5439	K14349
nbis-mrna-13095	K08660
nbis-mrna-20348	K18886
nbis-mrna-1380	K24822
nbis-mrna-1381	K24822
nbis-mrna-15674	K14012
nbis-mrna-6914	K04828
nbis-mrna-6920	K08834
nbis-mrna-4	K01054
nbis-mrna-3	K04830
nbis-mrna-16391	K20705
nbis-mrna-16390	K13709
nbis-mrna-16386	K24048
nbis-mrna-20888	K04863
nbis-mrna-20884	K08105
nbis-mrna-16617	K20198
nbis-mrna-22300	K06620
nbis-mrna-22301	K20198
nbis-mrna-16025	K00907
nbis-mrna-11484	K00510
nbis-mrna-9667	K23927
nbis-mrna-21226	K09525
nbis-mrna-21219	K10521
nbis-mrna-4046	K09429
nbis-mrna-4045	K09429
nbis-mrna-10532	K06238
nbis-mrna-10530	K06236
nbis-mrna-10526	K06238
nbis-mrna-10525	K19721
nbis-mrna-10524	K06236
nbis-mrna-10523	K19721
nbis-mrna-10522	K17102
nbis-mrna-10520	K07521
nbis-mrna-10423	K06238
nbis-mrna-16429	K05701
nbis-mrna-8477	K17604
nbis-mrna-8551	K11093
nbis-mrna-8550	K11093
nbis-mrna-9764	K17604
nbis-mrna-6782	K06460
nbis-mrna-20901	K12046
nbis-mrna-20903	K22285
nbis-mrna-8683	K22285
nbis-mrna-8689	K23577
nbis-mrna-17199	K23712
nbis-mrna-17198	K23712
nbis-mrna-6938	K21804
nbis-mrna-6934	K10408
nbis-mrna-6929	K20097
nbis-mrna-10664	K01769
nbis-mrna-18649	K20223
nbis-mrna-12452	K20223
nbis-mrna-12454	K00326
nbis-mrna-10245	K17529
nbis-mrna-6633	K03211
nbis-mrna-4085	K14825
nbis-mrna-20040	K10955
nbis-mrna-20036	K02222
nbis-mrna-20892	K24822
nbis-mrna-20893	K24822
nbis-mrna-9548	K08399
nbis-mrna-5532	K01408
nbis-mrna-4925	K09220
nbis-mrna-4921	K00921
nbis-mrna-4920	K22147
nbis-mrna-4919	K00002
nbis-mrna-5637	K04316
nbis-mrna-5636	K00710
nbis-mrna-2487	K13855
nbis-mrna-2489	K09194
nbis-mrna-6384	K08190
nbis-mrna-6379	K09174
nbis-mrna-6381	K12896
nbis-mrna-1196	K20051
nbis-mrna-14745	K00933
nbis-mrna-9921	K06855
nbis-mrna-237	K16803
nbis-mrna-231	K10579
nbis-mrna-16825	K11491
nbis-mrna-16823	K11491
nbis-mrna-16824	K11491
nbis-mrna-11443	K22237
nbis-mrna-11458	K17614
nbis-mrna-11457	K13716
nbis-mrna-11460	K07277
nbis-mrna-11461	K03902
nbis-mrna-11462	K01769
nbis-mrna-11464	K12323
nbis-mrna-11463	K12324
nbis-mrna-11465	K14521
nbis-mrna-7430	K08134
nbis-mrna-7428	K19499
nbis-mrna-13778	K17541
nbis-mrna-21198	K19613
nbis-mrna-11504	K24637
nbis-mrna-3297	K17558
nbis-mrna-3304	K08104
nbis-mrna-20738	K13023
nbis-mrna-7343	K17253
nbis-mrna-7340	K04148
nbis-mrna-7338	K08883
nbis-mrna-10112	K15370
