#Host
RPACG00000000026.1	K12478
RPACG00000033572.1	K01179
RPACG00000033576.1	K20989
RPACG00000033577.1	K20989
RPACG00000033579.1	K14791
RPACG00000033580.1	K20368
RPACG00000033612.1	K15333
RPACG00000033616.1	K00974
RPACG00000033620.1	K01992
RPACG00000033622.1	K01586
RPACG00000033625.1	K14388
RPACG00000033628.1	K07759
RPACG00000033629.1	K07759
RPACG00000033648.1	K20640
RPACG00000033652.1	K03351
RPACG00000033657.1	K25424
RPACG00000033666.1	K25424
RPACG00000033683.1	K01431
RPACG00000033687.1	K06058
RPACG00000033688.1	K06058
RPACG00000033689.1	K06058
RPACG00000033694.1	K15261
RPACG00000033699.1	K15261
RPACG00000033700.1	K15261
RPACG00000033706.1	K01931
RPACG00000033708.1	K19605
RPACG00000033712.1	K19608
RPACG00000033714.1	K03265
RPACG00000033715.1	K10837
RPACG00000033717.1	K12657
RPACG00000033718.1	K01992
RPACG00000033720.1	K02898
RPACG00000033721.1	K09478
RPACG00000033721.1	K00249
RPACG00000033723.1	K02431
RPACG00000033725.1	K08492
RPACG00000033727.1	K00357
RPACG00000033728.1	K22376
RPACG00000033729.1	K25720
RPACG00000033732.1	K16489
RPACG00000033733.1	K07964
RPACG00000033734.1	K09214
RPACG00000033734.1	K09191
RPACG00000033737.1	K01719
RPACG00000033741.1	K08000
RPACG00000033748.1	K03512
RPACG00000033751.1	K10895
RPACG00000033754.1	K10895
RPACG00000033761.1	K14523
RPACG00000033770.1	K08669
RPACG00000033771.1	K01202
RPACG00000033772.1	K00629
RPACG00000033773.1	K15294
RPACG00000033778.1	K12846
RPACG00000033779.1	K10761
RPACG00000033780.2	K07912
RPACG00000033804.1	K01376
RPACG00000033805.1	K10573
RPACG00000033805.1	K10574
RPACG00000033807.1	K10294
RPACG00000033809.1	K23538
RPACG00000033819.1	K01992
RPACG00000033820.1	K00699
RPACG00000033823.1	K00699
RPACG00000033833.1	K15720
RPACG00000033835.1	K11267
RPACG00000033836.1	K25616
RPACG00000033844.1	K00718
RPACG00000033859.2	K08824
RPACG00000033869.1	K16498
RPACG00000033871.1	K16498
RPACG00000033872.1	K12383
RPACG00000033882.1	K24740
RPACG00000033885.1	K13136
RPACG00000033886.1	K07575
RPACG00000033888.1	K16461
RPACG00000033891.1	K24940
RPACG00000033893.1	K18403
RPACG00000033897.1	K16498
RPACG00000033913.1	K23460
RPACG00000033914.1	K14209
RPACG00000033914.1	K01992
RPACG00000033920.1	K06061
RPACG00000033922.1	K09488
RPACG00000033922.1	K04079
RPACG00000033923.1	K02155
RPACG00000033924.1	K10693
RPACG00000033930.1	K01992
RPACG00000033934.1	K03948
RPACG00000033935.1	K03948
RPACG00000033940.1	K00699
RPACG00000033945.1	K00699
RPACG00000033946.1	K00699
RPACG00000033947.1	K00699
RPACG00000033948.1	K00699
RPACG00000033949.1	K00699
RPACG00000033969.1	K09090
RPACG00000033977.1	K09090
RPACG00000033988.1	K15348
RPACG00000033993.1	K00858
RPACG00000033995.1	K03134
RPACG00000034014.1	K01466
RPACG00000034017.1	K14401
RPACG00000034034.1	K20210
RPACG00000034034.1	K09191
RPACG00000034035.1	K17197
RPACG00000034038.1	K20189
RPACG00000034040.1	K01889
RPACG00000034058.1	K02948
RPACG00000034061.1	K08654
RPACG00000034062.1	K08675
RPACG00000034063.1	K19904
RPACG00000034074.1	K02958
RPACG00000034075.1	K23962
RPACG00000034096.1	K14692
RPACG00000034118.1	K00128
RPACG00000034121.1	K09191
RPACG00000034123.1	K01934
RPACG00000034130.1	K00856
RPACG00000034131.1	K02895
RPACG00000034132.1	K13096
RPACG00000034134.1	K13129
RPACG00000034136.1	K10582
RPACG00000034137.1	K25361
RPACG00000034138.1	K23697
RPACG00000034139.1	K02896
RPACG00000034140.1	K25815
RPACG00000034141.1	K23878
RPACG00000034142.1	K10998
RPACG00000034146.1	K10360
RPACG00000034148.1	K11982
RPACG00000034156.2	K24629
RPACG00000034158.1	K01992
RPACG00000034160.1	K01992
RPACG00000034197.1	K08288
RPACG00000034198.1	K07298
RPACG00000034200.1	K01953
RPACG00000034211.1	K13304
RPACG00000034214.1	K12843
RPACG00000034218.1	K03193
RPACG00000034220.1	K03193
RPACG00000034226.1	K24763
RPACG00000034233.1	K01992
RPACG00000034235.1	K10283
RPACG00000034240.2	K01231
RPACG00000034241.1	K18449
RPACG00000034241.1	K01514
RPACG00000034243.1	K15085
RPACG00000034244.1	K07112
RPACG00000034245.1	K05677
RPACG00000034245.1	K01992
RPACG00000034247.1	K00993
RPACG00000034248.1	K20402
RPACG00000034249.1	K11271
RPACG00000034256.1	K09228
RPACG00000034256.1	K09191
RPACG00000034257.1	K09228
RPACG00000034257.1	K09191
RPACG00000034259.1	K14798
RPACG00000034260.2	K12486
RPACG00000034262.1	K03139
RPACG00000034266.1	K02939
RPACG00000034267.1	K22560
RPACG00000034271.1	K01992
RPACG00000034278.1	K12399
RPACG00000034279.1	K03193
RPACG00000034280.1	K00456
RPACG00000034284.1	K08773
RPACG00000034285.1	K16728
RPACG00000034286.1	K16728
RPACG00000034287.1	K18708
RPACG00000034288.1	K06634
RPACG00000034289.2	K13887
RPACG00000034291.1	K00873
RPACG00000034292.1	K00831
RPACG00000034293.1	K21138
RPACG00000034294.1	K25065
RPACG00000034306.1	K01593
RPACG00000034322.1	K13280
RPACG00000034332.1	K04705
RPACG00000034333.1	K16572
RPACG00000034335.1	K16572
RPACG00000034340.1	K01992
RPACG00000034352.1	K12833
RPACG00000034354.1	K12667
RPACG00000034360.1	K01596
RPACG00000034367.2	K15293
RPACG00000034373.1	K23740
RPACG00000034374.1	K00933
RPACG00000034377.1	K24554
RPACG00000034382.1	K21411
RPACG00000034384.1	K13701
RPACG00000034385.1	K02914
RPACG00000034386.1	K19367
RPACG00000034387.1	K02219
RPACG00000034389.1	K17578
RPACG00000034395.1	K09208
RPACG00000034399.1	K15013
RPACG00000034399.1	K01897
RPACG00000034418.1	K21862
RPACG00000034418.1	K01992
RPACG00000034426.1	K20226
RPACG00000034435.1	K25780
RPACG00000034436.1	K10356
RPACG00000034448.1	K25201
RPACG00000034449.1	K11803
RPACG00000034451.2	K11416
RPACG00000034463.1	K01992
RPACG00000034465.1	K00698
RPACG00000034474.1	K00451
RPACG00000034478.1	K14772
RPACG00000034480.1	K11096
RPACG00000034487.1	K02932
RPACG00000034492.1	K07374
RPACG00000034493.1	K07374
RPACG00000034494.1	K20284
RPACG00000034496.1	K01432
RPACG00000034497.1	K12599
RPACG00000034498.1	K02214
RPACG00000034499.1	K05843
RPACG00000034514.1	K14819
RPACG00000034525.1	K17341
RPACG00000034526.1	K11290
RPACG00000034527.1	K07881
RPACG00000034532.1	K14685
RPACG00000034532.1	K01992
RPACG00000034535.1	K25420
RPACG00000034535.1	K22866
RPACG00000034537.1	K04984
RPACG00000034537.1	K01992
RPACG00000034538.1	K04984
RPACG00000034538.1	K01992
RPACG00000034571.1	K23573
RPACG00000034588.1	K05313
RPACG00000034590.1	K13963
RPACG00000034591.1	K13963
RPACG00000034596.1	K22377
RPACG00000034598.1	K19882
RPACG00000034599.1	K15710
RPACG00000034602.1	K10358
RPACG00000034604.1	K13963
RPACG00000034609.1	K13963
RPACG00000034610.1	K13963
RPACG00000034615.1	K01992
RPACG00000034620.1	K12592
RPACG00000034621.1	K12829
RPACG00000034626.1	K00728
RPACG00000034630.1	K00728
RPACG00000034630.1	K01992
RPACG00000034631.1	K01800
RPACG00000034631.1	K00799
RPACG00000034633.1	K01800
RPACG00000034633.1	K00799
RPACG00000034634.1	K06637
RPACG00000034634.1	K02178
RPACG00000034636.1	K10844
RPACG00000034637.1	K13339
RPACG00000034646.1	K15434
RPACG00000034647.1	K08869
RPACG00000034648.1	K23293
RPACG00000034649.1	K17083
RPACG00000034652.1	K24051
RPACG00000034653.1	K11997
RPACG00000034665.1	K04079
RPACG00000034666.1	K24741
RPACG00000034667.1	K17653
RPACG00000034670.1	K22865
RPACG00000034673.1	K22383
RPACG00000034676.1	K17777
RPACG00000034677.1	K15902
RPACG00000034679.1	K03122
RPACG00000034724.1	K01280
RPACG00000034726.1	K01441
RPACG00000034728.1	K02332
RPACG00000034729.1	K04523
RPACG00000034730.1	K14549
RPACG00000034731.1	K25856
RPACG00000034743.1	K24747
RPACG00000034749.1	K03327
RPACG00000034750.1	K03327
RPACG00000034750.1	K01992
RPACG00000034767.1	K07759
RPACG00000034768.1	K07759
RPACG00000034769.1	K02974
RPACG00000034770.1	K23489
RPACG00000034774.1	K07759
RPACG00000034775.1	K17797
RPACG00000034776.1	K00857
RPACG00000034779.1	K19914
RPACG00000034787.1	K15029
RPACG00000034788.1	K22381
RPACG00000034789.1	K00030
RPACG00000034796.1	K24298
RPACG00000034798.1	K24298
RPACG00000034802.1	K06269
RPACG00000034805.1	K12182
RPACG00000034806.2	K14708
RPACG00000034808.1	K14708
RPACG00000034809.1	K01565
RPACG00000034809.1	K15029
RPACG00000034812.1	K25401
RPACG00000034826.1	K01183
RPACG00000034827.1	K01183
RPACG00000034828.1	K01183
RPACG00000034829.1	K01183
RPACG00000034864.1	K21449
RPACG00000034865.1	K21449
RPACG00000034866.1	K21449
RPACG00000034867.1	K21449
RPACG00000034874.1	K15199
RPACG00000034874.1	K01992
RPACG00000034884.1	K14004
RPACG00000034886.1	K01875
RPACG00000034888.1	K17795
RPACG00000034889.1	K10627
RPACG00000034890.1	K13190
RPACG00000034896.1	K13719
RPACG00000034898.1	K17267
RPACG00000034902.1	K17267
RPACG00000034903.1	K00999
RPACG00000034904.1	K07752
RPACG00000034906.1	K23564
RPACG00000034908.1	K01050
RPACG00000034911.2	K07526
RPACG00000034914.1	K04739
RPACG00000034924.1	K13006
RPACG00000034924.1	K01726
RPACG00000034932.1	K01726
RPACG00000034932.1	K15913
RPACG00000034932.1	K19429
RPACG00000034932.1	K19679
RPACG00000034932.1	K13006
RPACG00000034933.1	K01726
RPACG00000034933.1	K15913
RPACG00000034933.1	K19429
RPACG00000034933.1	K19679
RPACG00000034933.1	K13006
RPACG00000034935.1	K01726
RPACG00000034935.1	K15913
RPACG00000034935.1	K19429
RPACG00000034935.1	K19679
RPACG00000034940.1	K22937
RPACG00000034942.1	K02209
RPACG00000034943.1	K01476
RPACG00000034975.1	K11165
RPACG00000034977.1	K17491
RPACG00000034978.1	K25395
RPACG00000034982.1	K24169
RPACG00000034990.1	K14525
RPACG00000034991.1	K05940
RPACG00000035004.1	K17583
RPACG00000035005.1	K18189
RPACG00000035012.1	K20315
RPACG00000035015.1	K20803
RPACG00000035016.1	K11374
RPACG00000035018.1	K08864
RPACG00000035054.1	K23963
RPACG00000035064.1	K14556
RPACG00000035065.1	K09494
RPACG00000035073.1	K19907
RPACG00000035074.1	K11859
RPACG00000035078.1	K02888
RPACG00000035081.1	K01992
RPACG00000035082.1	K01992
RPACG00000035083.1	K01992
RPACG00000035084.1	K22762
RPACG00000035085.1	K05330
RPACG00000035086.1	K10289
RPACG00000035100.2	K09270
RPACG00000035114.1	K11997
RPACG00000035128.1	K01384
RPACG00000035188.1	K17548
RPACG00000035190.1	K03869
RPACG00000035191.1	K01540
RPACG00000035201.1	K24273
RPACG00000035205.1	K11583
RPACG00000035208.1	K10744
RPACG00000035237.1	K13174
RPACG00000035238.1	K00327
RPACG00000035239.1	K00905
RPACG00000035249.1	K03143
RPACG00000035250.1	K05357
RPACG00000035271.1	K15053
RPACG00000035287.1	K01992
RPACG00000035288.1	K24684
RPACG00000035290.1	K11127
RPACG00000035293.2	K12838
RPACG00000035294.1	K11129
RPACG00000035305.1	K14775
RPACG00000035307.1	K12837
RPACG00000035309.1	K22641
RPACG00000035310.1	K16891
RPACG00000035311.1	K22262
RPACG00000035313.1	K13095
RPACG00000035314.1	K03018
RPACG00000035315.1	K02138
RPACG00000035316.1	K20286
RPACG00000035318.1	K10695
RPACG00000035319.1	K22401
RPACG00000035319.1	K09191
RPACG00000035320.1	K10577
RPACG00000035321.1	K20474
RPACG00000035333.1	K11411
RPACG00000035334.1	K09532
RPACG00000035335.1	K04097
RPACG00000035335.1	K00799
RPACG00000035341.1	K14298
RPACG00000035345.1	K23847
RPACG00000035348.1	K23693
RPACG00000035351.1	K10382
RPACG00000035356.1	K01487
RPACG00000035358.1	K18170
RPACG00000035359.1	K18740
RPACG00000035366.1	K19026
RPACG00000035369.1	K12886
RPACG00000035370.1	K16584
RPACG00000035378.1	K02959
RPACG00000035379.1	K03065
RPACG00000035380.1	K09191
RPACG00000035381.1	K20473
RPACG00000035386.1	K01359
RPACG00000035403.1	K01278
RPACG00000035497.1	K06826
RPACG00000035499.2	K01870
RPACG00000035500.1	K22989
RPACG00000035505.1	K10950
RPACG00000035506.1	K18164
RPACG00000035534.1	K09223
RPACG00000035534.1	K09191
RPACG00000035538.1	K20827
RPACG00000035539.1	K07126
RPACG00000035543.1	K01940
RPACG00000035549.1	K01992
RPACG00000035554.1	K20825
RPACG00000035559.1	K16743
RPACG00000035562.1	K16743
RPACG00000035565.1	K14686
RPACG00000035568.1	K15046
RPACG00000035569.1	K23664
RPACG00000035573.1	K01126
RPACG00000035579.1	K01992
RPACG00000035581.1	K16673
RPACG00000035583.1	K02937
RPACG00000035584.1	K02937
RPACG00000035585.1	K02937
RPACG00000035586.1	K02937
RPACG00000035594.1	K24734
RPACG00000035595.1	K24734
RPACG00000035596.1	K23573
RPACG00000035601.1	K10885
RPACG00000035602.1	K00803
RPACG00000035607.1	K07750
RPACG00000035608.1	K02151
RPACG00000035611.1	K23340
RPACG00000035623.1	K07561
RPACG00000035624.1	K11729
RPACG00000035624.1	K00249
RPACG00000035625.1	K00474
RPACG00000035626.1	K16942
RPACG00000035631.1	K23354
RPACG00000035639.1	K00750
RPACG00000035646.1	K09191
RPACG00000035680.1	K04615
RPACG00000035726.1	K08272
RPACG00000035735.1	K02649
RPACG00000035742.1	K11089
RPACG00000035743.1	K04710
RPACG00000035743.1	K01992
RPACG00000035773.1	K23844
RPACG00000035775.1	K11089
RPACG00000035776.1	K11089
RPACG00000035788.1	K08439
RPACG00000035788.1	K01992
RPACG00000035841.1	K07126
RPACG00000035842.1	K24260
RPACG00000035856.1	K12193
RPACG00000035860.1	K15261
RPACG00000035862.1	K06173
RPACG00000035869.1	K16763
RPACG00000035871.1	K24436
RPACG00000035879.1	K09267
RPACG00000035887.1	K23568
RPACG00000035894.1	K14553
RPACG00000035896.1	K05820
RPACG00000035910.1	K13155
RPACG00000035911.1	K09574
RPACG00000035913.1	K08803
RPACG00000035913.1	K06867
RPACG00000035941.1	K20784
RPACG00000035941.1	K11714
RPACG00000035943.1	K20784
RPACG00000035943.1	K11714
RPACG00000035958.1	K01179
RPACG00000035960.1	K01077
RPACG00000035961.1	K01077
RPACG00000035964.1	K03165
RPACG00000035969.1	K20217
RPACG00000035970.1	K09527
RPACG00000035972.1	K01904
RPACG00000035974.1	K01992
RPACG00000036095.1	K03538
RPACG00000036097.1	K04708
RPACG00000036101.1	K08076
RPACG00000036129.1	K19941
RPACG00000036130.1	K08175
RPACG00000036135.1	K05126
RPACG00000036143.1	K15153
RPACG00000036154.1	K17725
RPACG00000036154.1	K01069
RPACG00000036166.1	K15172
RPACG00000036195.1	K18622
RPACG00000036198.1	K10660
RPACG00000036207.1	K07369
RPACG00000036240.1	K19473
RPACG00000036261.1	K22872
RPACG00000036330.1	K01992
RPACG00000036338.1	K09365
RPACG00000036353.1	K13411
RPACG00000036356.1	K05030
RPACG00000036366.1	K21449
RPACG00000036369.1	K21449
RPACG00000036370.1	K21449
RPACG00000036371.1	K21449
RPACG00000036372.1	K21449
RPACG00000036374.1	K21449
RPACG00000036375.1	K21449
RPACG00000036376.1	K21449
RPACG00000036377.1	K21449
RPACG00000036378.1	K21449
RPACG00000036380.1	K21449
RPACG00000036382.1	K21449
RPACG00000036384.1	K21449
RPACG00000036386.1	K21449
RPACG00000036388.1	K21449
RPACG00000036389.1	K21449
RPACG00000036393.1	K21449
RPACG00000036529.1	K09267
RPACG00000036571.1	K20800
RPACG00000036575.1	K05030
RPACG00000036578.1	K05030
RPACG00000036603.1	K15172
RPACG00000036616.1	K08597
RPACG00000036618.1	K04149
RPACG00000036626.1	K04437
RPACG00000036627.1	K07937
RPACG00000036627.1	K07939
RPACG00000036638.1	K23820
RPACG00000036639.1	K23820
RPACG00000036641.1	K23820
RPACG00000036644.1	K12611
RPACG00000036645.1	K13154
RPACG00000036658.1	K20471
RPACG00000036665.1	K01749
RPACG00000036667.1	K09191
RPACG00000036676.1	K03249
RPACG00000036682.1	K25572
RPACG00000036684.1	K15426
RPACG00000036695.1	K13990
RPACG00000036695.1	K00603
RPACG00000036706.1	K02976
RPACG00000036707.1	K01992
RPACG00000036710.1	K19360
RPACG00000036713.1	K02213
RPACG00000036714.1	K13100
RPACG00000036717.1	K05678
RPACG00000036718.1	K11412
RPACG00000036719.1	K11412
RPACG00000036743.1	K19363
RPACG00000036764.1	K16674
RPACG00000036765.1	K25749
RPACG00000036766.1	K20161
RPACG00000036768.1	K02900
RPACG00000036770.1	K14156
RPACG00000036771.1	K19931
RPACG00000036772.1	K15193
RPACG00000036773.1	K07855
RPACG00000036780.1	K26093
RPACG00000036782.1	K17916
RPACG00000036787.1	K18042
RPACG00000036790.1	K01195
RPACG00000036791.1	K17916
RPACG00000036791.1	K11578
RPACG00000036794.1	K23972
RPACG00000036799.1	K20289
RPACG00000036800.1	K03120
RPACG00000036803.1	K02727
RPACG00000036804.1	K16449
RPACG00000036807.1	K03430
RPACG00000036809.1	K25773
RPACG00000036814.1	K25795
RPACG00000036815.1	K25795
RPACG00000036818.2	K25768
RPACG00000036819.1	K13443
RPACG00000036820.1	K00863
RPACG00000036821.1	K24348
RPACG00000036822.1	K02983
RPACG00000036825.1	K25450
RPACG00000036829.1	K01759
RPACG00000036830.1	K17807
RPACG00000036831.1	K08657
RPACG00000036832.1	K16576
RPACG00000036837.1	K13217
RPACG00000036838.1	K14693
RPACG00000036839.1	K07554
RPACG00000036840.1	K16894
RPACG00000036841.1	K19365
RPACG00000036842.1	K05287
RPACG00000036843.1	K14376
RPACG00000036850.1	K11853
RPACG00000036852.1	K11853
RPACG00000036862.1	K13173
RPACG00000036915.1	K00540
RPACG00000036936.1	K09191
RPACG00000036940.1	K18743
RPACG00000036941.1	K00031
RPACG00000036942.2	K06633
RPACG00000036946.1	K13110
RPACG00000036947.1	K09570
RPACG00000036947.1	K01802
RPACG00000036957.1	K09142
RPACG00000037017.1	K15261
RPACG00000037028.1	K15261
RPACG00000037031.1	K07877
RPACG00000037031.1	K07881
RPACG00000000003.1	K07819
RPACG00000000005.1	K07819
RPACG00000000006.1	K07819
RPACG00000000009.1	K07819
RPACG00000000010.1	K07819
RPACG00000000015.1	K07819
RPACG00000000017.1	K07819
RPACG00000000026.2	K12478
RPACG00000000027.1	K12478
RPACG00000000037.1	K22022
RPACG00000000038.1	K05723
RPACG00000000040.1	K05723
RPACG00000000042.1	K05723
RPACG00000000048.1	K24469
RPACG00000000049.1	K09228
RPACG00000000054.1	K07210
RPACG00000000062.1	K10406
RPACG00000000066.2	K13528
RPACG00000000084.1	K09228
RPACG00000000087.1	K19360
RPACG00000000088.1	K10104
RPACG00000000094.1	K10104
RPACG00000000101.1	K10104
RPACG00000000110.1	K07951
RPACG00000000116.1	K05631
RPACG00000000116.3	K05631
RPACG00000000119.1	K05099
RPACG00000000120.1	K05410
RPACG00000000122.1	K05410
RPACG00000000124.1	K05099
RPACG00000000133.2	K08794
RPACG00000000149.1	K16608
RPACG00000000167.1	K11858
RPACG00000000192.1	K01020
RPACG00000000193.1	K08818
RPACG00000000194.1	K06278
RPACG00000000198.1	K02599
RPACG00000000199.1	K02599
RPACG00000000238.1	K20409
RPACG00000000245.1	K11512
RPACG00000000264.1	K07847
RPACG00000000274.1	K04217
RPACG00000000280.1	K07843
RPACG00000000282.1	K07843
RPACG00000000284.1	K06030
RPACG00000000286.1	K06030
RPACG00000000288.1	K06030
RPACG00000000295.1	K04397
RPACG00000000296.1	K04397
RPACG00000000299.2	K03188
RPACG00000000303.1	K11157
RPACG00000000310.1	K06560
RPACG00000000318.1	K02186
RPACG00000000330.1	K02186
RPACG00000000354.1	K11643
RPACG00000000354.2	K11643
RPACG00000000354.3	K11643
RPACG00000000356.1	K09228
RPACG00000000370.1	K21768
RPACG00000000378.1	K15111
RPACG00000000379.1	K17928
RPACG00000000380.1	K18342
RPACG00000000383.1	K15111
RPACG00000000386.1	K15111
RPACG00000000387.1	K17928
RPACG00000000388.1	K18342
RPACG00000000389.2	K04567
RPACG00000000394.2	K23902
RPACG00000000407.1	K04887
RPACG00000000410.1	K04874
RPACG00000000411.1	K04887
RPACG00000000412.1	K04887
RPACG00000000414.1	K24610
RPACG00000000421.1	K23087
RPACG00000000422.1	K23624
RPACG00000000425.1	K19721
RPACG00000000438.1	K23927
RPACG00000000443.1	K01298
RPACG00000000444.1	K23009
RPACG00000000445.1	K10380
RPACG00000000447.1	K06238
RPACG00000000448.1	K08076
RPACG00000000455.1	K09414
RPACG00000000464.1	K08635
RPACG00000000466.1	K08635
RPACG00000000469.1	K08635
RPACG00000000470.1	K20051
RPACG00000000473.1	K20051
RPACG00000000479.1	K24523
RPACG00000000481.1	K08635
RPACG00000000482.1	K08635
RPACG00000000490.1	K12301
RPACG00000000491.1	K12301
RPACG00000000511.1	K22659
RPACG00000000512.1	K22659
RPACG00000000519.1	K05052
RPACG00000000523.1	K01022
RPACG00000000525.1	K01020
RPACG00000000527.1	K01022
RPACG00000000529.1	K22754
RPACG00000000530.2	K01013
RPACG00000000561.1	K01017
RPACG00000000570.1	K14835
RPACG00000000572.1	K04734
RPACG00000000593.1	K15104
RPACG00000000595.1	K15104
RPACG00000000596.1	K15104
RPACG00000000597.1	K15104
RPACG00000000601.1	K01019
RPACG00000000603.1	K01019
RPACG00000000615.1	K15259
RPACG00000000616.1	K15259
RPACG00000000629.1	K04659
RPACG00000000630.1	K13297
RPACG00000000633.1	K23927
RPACG00000000636.1	K23927
RPACG00000000642.1	K13297
RPACG00000000644.1	K20283
RPACG00000000645.1	K08186
RPACG00000000646.1	K08186
RPACG00000000656.1	K11423
RPACG00000000670.1	K07299
RPACG00000000680.1	K08428
RPACG00000000695.2	K22544
RPACG00000000697.2	K16532
RPACG00000000703.1	K01019
RPACG00000000718.1	K16468
RPACG00000000728.1	K23922
RPACG00000000734.1	K20128
RPACG00000000734.3	K20128
RPACG00000000734.4	K20128
RPACG00000000734.5	K20128
RPACG00000000740.1	K16725
RPACG00000000743.1	K16725
RPACG00000000753.1	K16725
RPACG00000000764.1	K04988
RPACG00000000776.1	K22144
RPACG00000000795.1	K18406
RPACG00000000800.1	K24469
RPACG00000000801.1	K24469
RPACG00000000803.1	K24469
RPACG00000000824.1	K04958
RPACG00000000828.1	K06760
RPACG00000000830.1	K02599
RPACG00000000850.1	K04223
RPACG00000000858.1	K18443
RPACG00000000862.1	K10104
RPACG00000000864.1	K24469
RPACG00000000872.1	K04145
RPACG00000000877.2	K00036
RPACG00000000903.1	K22537
RPACG00000000911.1	K08733
RPACG00000000912.1	K23379
RPACG00000000918.1	K16315
RPACG00000000922.1	K04574
RPACG00000000923.1	K05723
RPACG00000000928.1	K04950
RPACG00000000933.1	K17307
RPACG00000000939.2	K13985
RPACG00000000944.1	K14464
RPACG00000000949.1	K21893
RPACG00000000972.1	K14005
RPACG00000000972.3	K14005
RPACG00000000973.1	K04097
RPACG00000000974.1	K04097
RPACG00000000979.1	K04097
RPACG00000000980.1	K04097
RPACG00000000997.1	K11499
RPACG00000001010.1	K17345
RPACG00000001013.1	K12603
RPACG00000001024.1	K18752
RPACG00000001025.1	K10380
RPACG00000001026.1	K01756
RPACG00000001027.1	K01414
RPACG00000001028.1	K04346
RPACG00000001030.1	K17550
