#Host
FUN000001-T1	K11253
FUN009426-T1	K24068
FUN009427-T1	K06776
FUN009428-T1	K13297
FUN009431-T1	K06238
FUN009432-T1	K06238
FUN009433-T1	K01049
FUN009437-T1	K19671
FUN009440-T1	K21594
FUN009450-T1	K07967
FUN009453-T1	K16578
FUN009459-T1	K11997
FUN009477-T1	K09668
FUN009502-T1	K04828
FUN009514-T1	K04392
FUN009515-T1	K24436
FUN009521-T1	K17286
FUN009543-T1	K01183
FUN009548-T1	K23624
FUN009554-T1	K13196
FUN009555-T1	K24538
FUN009558-T1	K04307
FUN009559-T1	K04307
FUN009563-T1	K04194
FUN009567-T1	K01593
FUN009580-T1	K08765
FUN009582-T1	K17582
FUN009597-T1	K10638
FUN009639-T1	K09223
FUN009645-T1	K00753
FUN009646-T1	K00572
FUN009655-T1	K18616
FUN009658-T1	K06237
FUN009659-T1	K16746
FUN009687-T1	K04974
FUN009688-T1	K04974
FUN009693-T1	K19909
FUN009698-T1	K00665
FUN009699-T1	K00665
FUN009700-T1	K00665
FUN009705-T1	K17894
FUN009706-T1	K17894
FUN009714-T1	K10382
FUN009717-T1	K04739
FUN009729-T1	K22614
FUN009731-T1	K06238
FUN009734-T1	K14388
FUN009741-T1	K01710
FUN009759-T1	K04194
FUN009767-T1	K04131
FUN009777-T1	K17233
FUN009780-T1	K08733
FUN009782-T1	K15008
FUN009784-T1	K24420
FUN009791-T1	K09640
FUN009794-T1	K04978
FUN009806-T1	K22020
FUN009807-T1	K22020
FUN009810-T1	K01365
FUN009811-T1	K01365
FUN009812-T1	K18443
FUN009813-T1	K01365
FUN009818-T1	K09332
FUN009821-T1	K22754
FUN009824-T1	K16777
FUN009827-T1	K16777
FUN009831-T1	K09645
FUN009832-T1	K21125
FUN009836-T1	K05030
FUN009844-T1	K05636
FUN009848-T1	K11997
FUN009852-T1	K20242
FUN009870-T1	K01872
FUN009876-T1	K07752
FUN009879-T1	K22371
FUN009881-T1	K01296
FUN009892-T1	K07416
FUN009893-T1	K07422
FUN009899-T1	K01681
FUN009902-T1	K06825
FUN009903-T1	K06825
FUN009907-T1	K04447
FUN009908-T1	K01045
FUN009925-T1	K11416
FUN009947-T1	K00727
FUN009950-T1	K20051
FUN009951-T1	K20051
FUN009955-T1	K09228
FUN009958-T1	K18435
FUN009962-T1	K18435
FUN009969-T1	K10352
FUN009970-T1	K10352
FUN009971-T1	K10352
FUN009985-T1	K14754
FUN009987-T1	K14754
FUN009991-T1	K21357
FUN009992-T1	K10645
FUN009999-T1	K02599
FUN010002-T1	K02599
FUN010004-T1	K05175
FUN010005-T1	K05195
FUN010010-T1	K05273
FUN010022-T1	K03331
FUN010049-T1	K09405
FUN010053-T1	K06756
FUN010075-T1	K08428
FUN010076-T1	K15149
FUN010077-T1	K04131
FUN010086-T1	K14206
FUN010098-T1	K22022
FUN010101-T1	K19719
FUN010109-T1	K19537
FUN010121-T1	K05399
FUN010132-T1	K18465
FUN010133-T1	K04282
FUN010135-T1	K21770
FUN010138-T1	K22723
FUN010147-T1	K06584
FUN010157-T1	K20879
FUN010158-T1	K20879
FUN010161-T1	K14440
FUN010172-T1	K04285
FUN010180-T1	K18405
FUN010196-T1	K12818
FUN010210-T1	K06240
FUN010212-T1	K21440
FUN010219-T1	K17256
FUN010227-T1	K05312
FUN010233-T1	K10408
FUN010234-T1	K10408
FUN010235-T1	K10408
FUN010237-T1	K10408
FUN010238-T1	K10408
FUN010239-T1	K04521
FUN010242-T1	K04521
FUN010251-T1	K05723
FUN010253-T1	K21737
FUN010268-T1	K01880
FUN010269-T1	K01880
FUN010271-T1	K04194
FUN010274-T1	K04194
FUN010275-T1	K04988
FUN010276-T1	K04988
FUN010297-T1	K06238
FUN010299-T1	K06238
FUN010312-T1	K01530
FUN010321-T1	K07514
FUN010327-T1	K17341
FUN010333-T1	K05858
FUN010341-T1	K17307
FUN010342-T1	K16506
FUN010376-T1	K10380
FUN010378-T1	K19721
FUN010382-T1	K18886
FUN010387-T1	K04422
FUN010401-T1	K03695
FUN010405-T1	K10104
FUN010412-T1	K06084
FUN010413-T1	K06084
FUN010414-T1	K06084
FUN010421-T1	K04216
FUN010427-T1	K20840
FUN010428-T1	K20840
FUN010449-T1	K01872
FUN010451-T1	K05665
FUN010455-T1	K10645
FUN010460-T1	K22020
FUN010464-T1	K04194
FUN010467-T1	K05312
FUN010473-T1	K00753
FUN010474-T1	K23790
FUN010478-T1	K23881
FUN010480-T1	K04978
FUN010481-T1	K02599
FUN010498-T1	K21635
FUN010501-T1	K09188
FUN010504-T1	K10380
FUN010509-T1	K14354
FUN010511-T1	K14354
FUN010522-T1	K07819
FUN010523-T1	K07819
FUN010526-T1	K04208
FUN010528-T1	K03174
FUN010530-T1	K03174
FUN010531-T1	K03174
FUN010532-T1	K03174
FUN010533-T1	K03174
FUN010541-T1	K04282
FUN010543-T1	K10615
FUN010545-T1	K14323
FUN010553-T1	K16634
FUN010558-T1	K08852
FUN010560-T1	K08852
FUN010571-T1	K12563
FUN010574-T1	K13297
FUN010581-T1	K07903
FUN010606-T1	K00106
FUN010623-T1	K06776
FUN010629-T1	K04194
FUN010636-T1	K06813
FUN010639-T1	K05658
FUN010641-T1	K05658
FUN010644-T1	K10645
FUN010646-T1	K09640
FUN010649-T1	K01362
FUN010650-T1	K09640
FUN010652-T1	K09640
FUN010653-T1	K21988
FUN010654-T1	K01362
FUN010692-T1	K08852
FUN010698-T1	K04828
FUN010700-T1	K04828
FUN010705-T1	K01298
FUN010709-T1	K01019
FUN010730-T1	K12040
FUN010752-T1	K04646
FUN010759-T1	K16308
FUN010766-T1	K14464
FUN010769-T1	K10257
FUN010773-T1	K17501
FUN010777-T1	K04194
FUN010781-T1	K04305
FUN010787-T1	K13297
FUN010791-T1	K11997
FUN010792-T1	K11997
FUN010807-T1	K11153
FUN010808-T1	K11153
FUN010812-T1	K00011
FUN010813-T1	K10413
FUN010820-T1	K04977
FUN010821-T1	K04978
FUN010827-T1	K19904
FUN010829-T1	K19904
FUN010834-T1	K07611
FUN010838-T1	K06842
FUN010845-T1	K08190
FUN010854-T1	K04527
FUN010856-T1	K01362
FUN010860-T1	K05855
FUN010868-T1	K00106
FUN010869-T1	K00106
FUN010871-T1	K12567
FUN010897-T1	K02832
FUN010898-T1	K05723
FUN010899-T1	K05720
FUN010900-T1	K05723
FUN010904-T1	K05723
FUN010911-T1	K05723
FUN010918-T1	K12076
FUN010919-T1	K12076
FUN010920-T1	K05643
FUN010923-T1	K10104
FUN010924-T1	K10104
FUN010927-T1	K10104
FUN010930-T1	K05410
FUN010934-T1	K16822
FUN010936-T1	K06839
FUN010937-T1	K02599
FUN010944-T1	K10319
FUN010946-T1	K04950
FUN010947-T1	K04950
FUN010957-T1	K12619
FUN010962-T1	K06491
FUN010967-T1	K05694
FUN010968-T1	K05694
FUN010973-T1	K02599
FUN010998-T1	K00472
FUN011012-T1	K06237
FUN011015-T1	K14356
FUN011018-T1	K02183
FUN011029-T1	K23642
FUN011043-T1	K19538
FUN011044-T1	K19538
FUN011053-T1	K02186
FUN011054-T1	K07890
FUN011060-T1	K16548
FUN011069-T1	K18586
FUN011070-T1	K18442
FUN011071-T1	K18442
FUN011080-T1	K11840
FUN011084-T1	K21853
FUN011089-T1	K15297
FUN011091-T1	K08375
FUN011115-T1	K01446
FUN011117-T1	K01446
FUN011118-T1	K06756
FUN011132-T1	K16680
FUN011135-T1	K11644
FUN011145-T1	K13619
FUN011154-T1	K10104
FUN011155-T1	K00106
FUN011156-T1	K00106
FUN011178-T1	K08104
FUN011179-T1	K08104
FUN011180-T1	K08104
FUN011181-T1	K08104
FUN011184-T1	K08104
FUN011185-T1	K08104
FUN011187-T1	K11665
FUN011198-T1	K23624
FUN011203-T1	K04977
FUN011205-T1	K00753
FUN011217-T1	K04420
FUN011227-T1	K16330
FUN011234-T1	K16621
FUN011245-T1	K10318
FUN011253-T1	K04887
FUN011256-T1	K24155
FUN011258-T1	K04887
FUN011260-T1	K09228
FUN011264-T1	K22022
FUN011268-T1	K04615
FUN011269-T1	K14386
FUN011272-T1	K14386
FUN011273-T1	K14388
FUN011274-T1	K06776
FUN011287-T1	K10205
FUN011289-T1	K10205
FUN011292-T1	K20825
FUN011303-T1	K08818
FUN011324-T1	K16175
FUN011367-T1	K06776
FUN011370-T1	K06776
FUN011385-T1	K09188
FUN011394-T1	K12076
FUN011402-T1	K02183
FUN011433-T1	K11502
FUN011439-T1	K11793
FUN011466-T1	K10063
FUN011474-T1	K19001
FUN011487-T1	K11857
FUN011492-T1	K07205
FUN011496-T1	K04950
FUN011497-T1	K04950
FUN011498-T1	K04950
FUN011499-T1	K04950
FUN011520-T1	K11416
FUN011521-T1	K11416
FUN011538-T1	K02366
FUN011541-T1	K02366
FUN011550-T1	K09228
FUN011553-T1	K05643
FUN011554-T1	K00744
FUN011561-T1	K03283
FUN011562-T1	K10104
FUN011564-T1	K03283
FUN011565-T1	K12040
FUN011568-T1	K14349
FUN011572-T1	K19636
FUN011577-T1	K12646
FUN011578-T1	K11665
FUN011581-T1	K17604
FUN011600-T1	K04194
FUN011602-T1	K00933
FUN011607-T1	K24286
FUN011614-T1	K09405
FUN011620-T1	K00914
FUN011622-T1	K11546
FUN011624-T1	K10409
FUN011640-T1	K04280
FUN011662-T1	K14616
FUN011675-T1	K10955
FUN011679-T1	K03174
FUN011687-T1	K10160
FUN011689-T1	K16506
FUN011690-T1	K10147
FUN011698-T1	K08547
FUN011706-T1	K13352
FUN011711-T1	K04944
FUN011712-T1	K04944
FUN011733-T1	K04977
FUN011734-T1	K04977
FUN011741-T1	K03331
FUN011746-T1	K24470
FUN011747-T1	K14611
FUN011748-T1	K14611
FUN011749-T1	K14611
FUN011750-T1	K14611
FUN011751-T1	K14611
FUN011764-T1	K01904
FUN011765-T1	K01904
FUN011784-T1	K10380
FUN011792-T1	K13509
FUN011793-T1	K13509
FUN011807-T1	K23435
FUN011822-T1	K01528
FUN011840-T1	K23330
FUN011856-T1	K00753
FUN011864-T1	K14616
FUN011881-T1	K04349
FUN011884-T1	K04349
FUN011885-T1	K04349
FUN011887-T1	K04349
FUN011889-T1	K04349
FUN011890-T1	K04349
FUN011891-T1	K23837
FUN011893-T1	K20989
FUN011907-T1	K16726
FUN011916-T1	K05694
FUN011919-T1	K18422
FUN011920-T1	K18422
FUN011921-T1	K18422
FUN011922-T1	K05052
FUN011944-T1	K08811
FUN011948-T1	K17563
FUN011949-T1	K12026
FUN011950-T1	K12026
FUN011951-T1	K12026
FUN011968-T1	K08531
FUN011978-T1	K01679
FUN011986-T1	K06776
FUN011993-T1	K09228
FUN012001-T1	K11665
FUN012002-T1	K11665
FUN012004-T1	K11997
FUN012007-T1	K05030
FUN012015-T1	K20111
FUN012016-T1	K09640
FUN012018-T1	K09640
FUN012029-T1	K09330
FUN012032-T1	K04157
FUN012033-T1	K12879
FUN012049-T1	K05038
FUN012057-T1	K00698
FUN012058-T1	K18886
FUN012063-T1	K00727
FUN012073-T1	K09328
FUN012078-T1	K09328
FUN012083-T1	K10592
FUN012085-T1	K01205
FUN012087-T1	K00272
FUN012089-T1	K09640
FUN012090-T1	K14616
FUN012091-T1	K01362
FUN012092-T1	K01362
FUN012096-T1	K19932
FUN012104-T1	K14165
FUN012106-T1	K08027
FUN012110-T1	K04986
FUN012111-T1	K04986
FUN012116-T1	K00864
FUN012118-T1	K00864
FUN012120-T1	K03935
FUN012121-T1	K03935
FUN012124-T1	K23487
FUN012128-T1	K05175
FUN012129-T1	K24469
FUN012130-T1	K08430
FUN012132-T1	K04307
FUN012134-T1	K09429
FUN012135-T1	K23619
FUN012136-T1	K06238
FUN012143-T1	K24492
FUN012145-T1	K24492
FUN012152-T1	K04805
FUN012153-T1	K07514
FUN012161-T1	K13716
FUN012163-T1	K13716
FUN012170-T1	K10104
FUN012172-T1	K10356
FUN012177-T1	K13716
FUN012180-T1	K13716
FUN012186-T1	K10408
FUN012197-T1	K24185
FUN012207-T1	K10803
FUN012209-T1	K16570
FUN012222-T1	K15503
FUN012226-T1	K04231
FUN012227-T1	K04233
FUN012238-T1	K09228
FUN012242-T1	K18709
FUN012243-T1	K18709
FUN012246-T1	K09228
FUN012260-T1	K21440
FUN012264-T1	K23642
FUN012267-T1	K07844
FUN012279-T1	K22078
FUN012285-T1	K02599
FUN012301-T1	K10104
FUN012303-T1	K00731
FUN012307-T1	K00727
FUN012312-T1	K06721
FUN012323-T1	K03106
FUN012327-T1	K13752
FUN012334-T1	K00858
FUN012336-T1	K05022
FUN012341-T1	K23628
FUN012343-T1	K18399
FUN012349-T1	K13780
FUN012352-T1	K02183
FUN012361-T1	K01510
FUN012362-T1	K01510
FUN012363-T1	K01510
FUN012364-T1	K20051
FUN012366-T1	K11968
FUN012375-T1	K04705
FUN012379-T1	K21915
FUN012381-T1	K16060
FUN012382-T1	K16060
FUN012385-T1	K08635
FUN012396-T1	K04978
FUN012408-T1	K04194
FUN012436-T1	K00758
FUN012446-T1	K19720
FUN012452-T1	K08202
FUN012455-T1	K04233
FUN012456-T1	K04218
FUN012479-T1	K23362
FUN012483-T1	K04266
FUN012491-T1	K02599
FUN012497-T1	K01513
FUN012502-T1	K22792
FUN012503-T1	K22792
FUN012541-T1	K17341
FUN012553-T1	K15123
FUN012555-T1	K15123
FUN012559-T1	K17604
FUN012561-T1	K14792
FUN012572-T1	K10104
FUN012573-T1	K24333
FUN012574-T1	K23619
FUN012581-T1	K04392
FUN012582-T1	K04392
FUN012588-T1	K20638
FUN012597-T1	K11432
FUN012602-T1	K24015
FUN012622-T1	K09040
FUN012623-T1	K06530
FUN012624-T1	K06530
FUN012625-T1	K06530
FUN012626-T1	K06530
FUN012627-T1	K06530
FUN012630-T1	K04284
FUN012631-T1	K03909
FUN012634-T1	K19636
FUN012635-T1	K04194
FUN012636-T1	K08592
FUN012639-T1	K23624
FUN012647-T1	K14353
FUN012678-T1	K09326
FUN012680-T1	K17816
FUN012685-T1	K21893
FUN012687-T1	K21893
FUN012688-T1	K15177
FUN012701-T1	K19599
FUN012703-T1	K06776
FUN012704-T1	K06776
FUN012706-T1	K05694
FUN012728-T1	K06560
FUN012738-T1	K11157
FUN012739-T1	K11157
FUN012742-T1	K23215
FUN012769-T1	K19511
FUN012774-T1	K19511
FUN012777-T1	K05695
FUN012785-T1	K08190
FUN012788-T1	K02599
FUN012789-T1	K11310
FUN012790-T1	K22020
FUN012791-T1	K10104
FUN012792-T1	K10104
FUN012801-T1	K08186
FUN012802-T1	K06612
FUN012804-T1	K10104
FUN012805-T1	K10104
FUN012806-T1	K10104
FUN012815-T1	K19721
FUN012818-T1	K04437
FUN012834-T1	K08679
FUN012837-T1	K13106
FUN012841-T1	K08679
FUN012842-T1	K09228
FUN012857-T1	K22022
FUN012858-T1	K22022
FUN012860-T1	K06238
FUN012865-T1	K02354
FUN012867-T1	K04874
FUN012888-T1	K21125
FUN012894-T1	K01349
FUN012896-T1	K01349
FUN012900-T1	K08765
FUN012907-T1	K06279
FUN012909-T1	K08803
FUN012920-T1	K05271
FUN012923-T1	K04810
FUN012924-T1	K05271
FUN012926-T1	K05186
FUN012930-T1	K22371
FUN012947-T1	K04230
FUN012953-T1	K11995
FUN012954-T1	K11994
FUN012958-T1	K00803
FUN012959-T1	K00803
FUN012975-T1	K02222
FUN012976-T1	K02222
FUN012985-T1	K24224
FUN012998-T1	K23687
FUN013000-T1	K05401
FUN013015-T1	K09228
FUN013019-T1	K02599
FUN013020-T1	K02599
FUN013025-T1	K06560
FUN013042-T1	K21970
FUN013045-T1	K09321
FUN013048-T1	K03860
FUN013057-T1	K06826
FUN013058-T1	K14616
FUN013069-T1	K06238
FUN013078-T1	K01069
FUN013090-T1	K23533
FUN013107-T1	K22873
FUN013108-T1	K04144
FUN013131-T1	K08190
FUN013133-T1	K19521
FUN013136-T1	K12896
FUN013137-T1	K01847
FUN013138-T1	K01847
FUN013139-T1	K12567
FUN013144-T1	K24469
FUN013146-T1	K24469
FUN013154-T1	K01904
FUN013179-T1	K23533
FUN013180-T1	K24610
FUN013181-T1	K23533
FUN013183-T1	K16357
FUN013184-T1	K06839
FUN013185-T1	K23533
FUN013186-T1	K23533
FUN013187-T1	K23533
FUN013189-T1	K04282
FUN013201-T1	K10104
FUN013204-T1	K10645
FUN013206-T1	K10645
FUN013209-T1	K05312
FUN013216-T1	K06237
FUN013218-T1	K23532
FUN013220-T1	K03174
FUN013221-T1	K03174
FUN013223-T1	K06236
FUN013260-T1	K06468
FUN013262-T1	K05038
FUN013264-T1	K06560
FUN013280-T1	K20412
FUN013284-T1	K12852
FUN013297-T1	K03283
FUN013298-T1	K06252
FUN013304-T1	K22016
FUN013314-T1	K15261
FUN013317-T1	K10062
FUN013318-T1	K17513
FUN013319-T1	K06560
FUN013320-T1	K06560
FUN013321-T1	K10062
FUN013322-T1	K06560
FUN013335-T1	K10174
FUN013336-T1	K10174
FUN013339-T1	K07874
FUN013341-T1	K07874
FUN013345-T1	K10160
FUN013355-T1	K18932
FUN013363-T1	K14386
FUN013368-T1	K07521
FUN013378-T1	K15259
FUN013384-T1	K00753
FUN013385-T1	K14464
FUN013395-T1	K10160
FUN013415-T1	K04223
FUN013442-T1	K03068
FUN013451-T1	K06238
FUN013453-T1	K06238
FUN013456-T1	K05312
FUN013458-T1	K22614
FUN013459-T1	K24522
FUN013464-T1	K04606
FUN013465-T1	K04606
FUN013479-T1	K02599
FUN013480-T1	K02599
FUN013486-T1	K06278
FUN013492-T1	K05218
FUN013497-T1	K05312
FUN013510-T1	K05544
FUN013512-T1	K06782
FUN013514-T1	K08793
FUN013524-T1	K24470
FUN013530-T1	K17503
FUN013534-T1	K12611
FUN013535-T1	K04851
FUN013536-T1	K04851
FUN013537-T1	K04851
FUN013540-T1	K05694
FUN013545-T1	K17341
FUN013546-T1	K10967
FUN013550-T1	K05694
FUN013553-T1	K10967
FUN013569-T1	K08186
FUN013574-T1	K12323
FUN013577-T1	K20865
FUN013579-T1	K20051
FUN013580-T1	K02599
FUN013583-T1	K04498
FUN013591-T1	K05410
FUN013594-T1	K02355
FUN013601-T1	K16463
FUN013607-T1	K13917
FUN013613-T1	K03320
FUN013617-T1	K14353
FUN013618-T1	K14353
FUN013628-T1	K01738
FUN013629-T1	K21440
FUN013640-T1	K23380
FUN013641-T1	K23383
FUN013642-T1	K10380
FUN013643-T1	K23380
FUN013646-T1	K23383
FUN013652-T1	K01444
FUN013670-T1	K14388
FUN013672-T1	K04218
FUN013677-T1	K08375
FUN013678-T1	K04223
FUN013680-T1	K08186
FUN013681-T1	K11131
FUN013682-T1	K08186
FUN013688-T1	K05694
FUN013703-T1	K21958
FUN013706-T1	K21958
FUN013707-T1	K21958
FUN013709-T1	K12172
FUN013710-T1	K14306
FUN013712-T1	K11824
FUN013719-T1	K11173
FUN013720-T1	K08821
FUN013723-T1	K01593
FUN013731-T1	K17551
FUN013750-T1	K24498
FUN013753-T1	K06532
FUN013756-T1	K17923
FUN013758-T1	K02186
FUN013759-T1	K04399
FUN013762-T1	K04399
FUN013767-T1	K11456
FUN013788-T1	K02350
FUN013795-T1	K07819
FUN013805-T1	K02599
FUN013813-T1	K16194
FUN013815-T1	K20051
FUN013824-T1	K14754
FUN013854-T1	K02599
FUN013857-T1	K10104
FUN013859-T1	K10104
FUN013872-T1	K10447
FUN013888-T1	K10104
FUN013896-T1	K14963
FUN013897-T1	K14464
FUN013903-T1	K06238
FUN013905-T1	K11840
FUN013908-T1	K08852
FUN013909-T1	K24469
FUN013910-T1	K24469
FUN013912-T1	K24469
FUN013913-T1	K24469
FUN013923-T1	K24643
FUN013931-T1	K18932
FUN013933-T1	K16542
FUN013941-T1	K07206
FUN013948-T1	K24469
FUN013963-T1	K08585
FUN013967-T1	K19599
FUN013968-T1	K02599
FUN013970-T1	K24469
FUN013974-T1	K06776
FUN013975-T1	K06776
FUN013976-T1	K06776
FUN013999-T1	K06756
FUN014001-T1	K05034
FUN014002-T1	K05034
FUN014004-T1	K05034
FUN014005-T1	K05034
FUN014010-T1	K04223
FUN014011-T1	K12319
FUN014017-T1	K22020
FUN014018-T1	K22020
FUN014020-T1	K04988
FUN014021-T1	K04988
FUN014022-T1	K04988
FUN014038-T1	K10059
FUN014042-T1	K21894
FUN014043-T1	K05396
FUN014049-T1	K01050
FUN014061-T1	K17253
FUN014062-T1	K17253
FUN014066-T1	K11978
FUN014085-T1	K16060
FUN014087-T1	K16060
FUN014088-T1	K16060
FUN014090-T1	K13297
FUN014091-T1	K06776
FUN014098-T1	K07203
FUN014099-T1	K10104
FUN014100-T1	K16506
FUN014101-T1	K02599
FUN014109-T1	K19933
FUN014112-T1	K00489
FUN014114-T1	K00489
FUN014116-T1	K06086
FUN014130-T1	K18086
FUN014133-T1	K05312
FUN014141-T1	K01446
FUN014156-T1	K10104
FUN014157-T1	K10104
FUN014163-T1	K11703
FUN014167-T1	K04830
FUN014172-T1	K23195
FUN014174-T1	K09228
FUN014177-T1	K10593
FUN014178-T1	K10593
FUN014190-T1	K24083
FUN014194-T1	K10955
FUN014200-T1	K08202
FUN014201-T1	K08202
FUN014209-T1	K12311
FUN014211-T1	K12311
FUN014217-T1	K08040
FUN014228-T1	K08840
FUN014231-T1	K10645
FUN014240-T1	K10392
FUN014254-T1	K00731
FUN014256-T1	K10408
FUN014257-T1	K10408
FUN014258-T1	K10408
FUN014259-T1	K10408
FUN014260-T1	K10408
FUN014262-T1	K10408
FUN014263-T1	K10408
FUN014264-T1	K10408
FUN014265-T1	K10408
FUN014271-T1	K21988
FUN014281-T1	K03351
FUN014283-T1	K00103
FUN014294-T1	K14754
FUN014299-T1	K04987
FUN014300-T1	K24436
FUN014312-T1	K14353
FUN014317-T1	K04145
FUN014318-T1	K04145
FUN014321-T1	K05038
FUN014322-T1	K05038
FUN014323-T1	K05038
FUN014324-T1	K05038
FUN014326-T1	K18932
FUN014346-T1	K17341
FUN014356-T1	K12646
FUN014380-T1	K24498
FUN014386-T1	K22255
FUN014388-T1	K14353
FUN014398-T1	K04249
FUN014400-T1	K08376
FUN014402-T1	K08434
FUN014404-T1	K08376
FUN014423-T1	K24470
FUN014435-T1	K06054
FUN014461-T1	K15370
FUN014463-T1	K15370
FUN014474-T1	K06460
FUN014479-T1	K16628
FUN014484-T1	K05312
FUN014485-T1	K05312
FUN014486-T1	K05312
FUN014487-T1	K05312
FUN014488-T1	K05869
FUN014506-T1	K08202
FUN014508-T1	K08202
FUN014509-T1	K08202
FUN014517-T1	K15042
FUN014539-T1	K05765
FUN014540-T1	K04962
FUN014541-T1	K04962
FUN014545-T1	K04282
FUN014548-T1	K13752
FUN014549-T1	K05273
FUN014551-T1	K05195
FUN014574-T1	K06176
FUN014575-T1	K09405
FUN014594-T1	K08957
FUN014616-T1	K01904
FUN014624-T1	K16669
FUN014644-T1	K04532
FUN014657-T1	K17307
FUN014664-T1	K13187
FUN014668-T1	K10149
FUN014669-T1	K10149
FUN014674-T1	K05313
FUN014675-T1	K00552
FUN014686-T1	K23619
FUN014694-T1	K04599
FUN014716-T1	K22859
FUN014717-T1	K16882
FUN014720-T1	K12463
FUN014736-T1	K09072
FUN014743-T1	K10380
FUN014745-T1	K04223
FUN014746-T1	K04216
FUN014753-T1	K14589
FUN014757-T1	K11109
FUN014758-T1	K01315
FUN014780-T1	K09228
FUN014784-T1	K04828
FUN014795-T1	K08874
FUN014799-T1	K08874
FUN014801-T1	K08874
FUN014808-T1	K02599
FUN014813-T1	K08428
FUN014816-T1	K03331
FUN014817-T1	K03331
FUN014826-T1	K08765
FUN014833-T1	K05040
FUN014845-T1	K01022
FUN014846-T1	K04360
FUN014853-T1	K15272
FUN014863-T1	K03209
FUN014864-T1	K03209
FUN014866-T1	K16669
FUN014872-T1	K24054
FUN014875-T1	K13046
FUN014876-T1	K14616
FUN014884-T1	K14754
FUN014887-T1	K17102
FUN014889-T1	K23927
FUN014890-T1	K09429
FUN014892-T1	K10402
FUN014893-T1	K16550
FUN014894-T1	K10406
FUN014898-T1	K24497
FUN014912-T1	K07380
FUN014926-T1	K19534
FUN014953-T1	K04828
FUN014955-T1	K04830
FUN014960-T1	K04887
FUN014961-T1	K24610
FUN014967-T1	K04657
FUN014977-T1	K01183
FUN014980-T1	K19013
FUN014989-T1	K02599
FUN014997-T1	K00288
FUN015008-T1	K04282
FUN015009-T1	K04659
FUN015016-T1	K16681
FUN015022-T1	K22866
FUN015031-T1	K09414
FUN015041-T1	K13526
FUN015044-T1	K08635
FUN015045-T1	K08635
FUN015047-T1	K08635
FUN015048-T1	K06051
FUN015060-T1	K08860
FUN015064-T1	K23624
FUN015077-T1	K01528
FUN015082-T1	K00799
FUN015100-T1	K06704
FUN015101-T1	K06704
FUN015103-T1	K20526
FUN015134-T1	K08775
FUN015136-T1	K09228
FUN015139-T1	K04448
FUN015141-T1	K17095
FUN015149-T1	K14829
FUN015153-T1	K05110
FUN015158-T1	K24610
FUN015159-T1	K04307
FUN015160-T1	K13953
FUN015163-T1	K04988
FUN015167-T1	K11153
FUN015172-T1	K22656
FUN015173-T1	K22656
FUN015175-T1	K22656
FUN015179-T1	K13188
FUN015181-T1	K16727
FUN015184-T1	K20097
FUN015199-T1	K02183
FUN015200-T1	K02183
FUN015213-T1	K09345
FUN015215-T1	K09345
FUN015220-T1	K16060
FUN015228-T1	K00753
FUN015231-T1	K03174
FUN015232-T1	K03174
FUN015233-T1	K08852
FUN015237-T1	K02178
FUN015238-T1	K04194
FUN015239-T1	K04194
FUN015243-T1	K08202
FUN015244-T1	K08202
FUN015259-T1	K17693
FUN015267-T1	K01315
FUN015281-T1	K04194
FUN015290-T1	K00552
FUN015291-T1	K01191
FUN015308-T1	K08852
FUN015309-T1	K08852
FUN015314-T1	K05052
FUN015322-T1	K07964
FUN015334-T1	K02599
FUN015338-T1	K02599
FUN015342-T1	K06756
FUN015344-T1	K08186
FUN015345-T1	K22400
FUN015346-T1	K22400
FUN015354-T1	K17604
FUN015358-T1	K08186
FUN015359-T1	K08190
FUN015360-T1	K08190
FUN015368-T1	K16506
FUN015369-T1	K10429
FUN015372-T1	K08592
FUN015374-T1	K10408
FUN015375-T1	K10408
FUN015377-T1	K11997
FUN015378-T1	K10408
FUN015380-T1	K10408
FUN015388-T1	K08268
FUN015399-T1	K00106
FUN015400-T1	K00106
FUN015416-T1	K23801
FUN015418-T1	K06237
FUN015424-T1	K05694
FUN015465-T1	K21988
FUN015484-T1	K06252
FUN015488-T1	K06776
FUN015490-T1	K10846
FUN015500-T1	K16449
FUN015501-T1	K09381
FUN015503-T1	K09381
FUN015510-T1	K09381
FUN015516-T1	K24064
FUN015518-T1	K24064
FUN015522-T1	K01019
FUN015588-T1	K06756
FUN015599-T1	K06721
FUN015603-T1	K06776
FUN015607-T1	K17341
FUN015625-T1	K11810
FUN015627-T1	K04221
FUN015628-T1	K04135
FUN015629-T1	K14613
FUN015630-T1	K20840
FUN015633-T1	K22790
FUN015638-T1	K20091
FUN015642-T1	K23624
FUN015644-T1	K01045
FUN015648-T1	K00665
FUN015649-T1	K04610
FUN015660-T1	K09097
FUN015667-T1	K10104
FUN015675-T1	K16848
FUN015686-T1	K00315
FUN015687-T1	K00315
FUN015688-T1	K00315
FUN015693-T1	K05312
FUN015694-T1	K05312
FUN015697-T1	K10104
FUN015701-T1	K05869
FUN015703-T1	K12337
FUN015705-T1	K01409
FUN015710-T1	K07521
FUN015711-T1	K07521
FUN015715-T1	K05724
FUN015716-T1	K05619
FUN015718-T1	K08765
FUN015720-T1	K12457
FUN015732-T1	K08797
FUN015734-T1	K08797
FUN015738-T1	K08797
FUN015742-T1	K04282
FUN015748-T1	K05613
FUN015753-T1	K09866
FUN015754-T1	K09866
FUN015759-T1	K01769
